t1,t2,t3,t4,xr2,yr2,xr3,yr3,xr4,yr4,EAB
1.735,1.519,1.142,1.66,4.788,2.306,5.978,2.768,3.74,1.644,0.37 
1.897,1.421,1.682,1.052,3.138,2.454,3.415,2.245,4.598,1.607,0.63 
1.908,1.365,1.569,1.315,3.861,2.552,5.926,2.537,4.955,2.29,0.37 
1.81,1.218,1.264,1.671,3.822,2.157,6.159,2.273,4.644,1.922,0.41 
1.167,1.022,1.008,1.624,6.018,2.964,4.355,2.527,4.176,2.746,0.42 
1.264,1.928,1.391,1.081,6.273,2.437,3.825,2.329,3.308,2.588,0.46 
1.48,1.523,1.059,1.207,5.542,1.62,4.358,2.315,5.733,2.434,0.42 
1.937,1.464,1.007,1.913,4.294,2.468,6.039,2.36,3.919,2.256,0.47 
1.181,1.462,1.632,1.738,3.392,2.698,3.556,2.666,4.574,2.213,0.61 
1.892,1.801,1.184,1.443,5.484,2.207,6.237,2.379,4.15,1.57,0.39 
1.186,1.986,1.123,1.03,3.26,2.986,4.962,1.502,4.417,2.969,0.58 
1.514,1.8,1.785,1.249,3.843,2.566,5.413,2.864,4.101,2.699,0.11 
1.058,1.21,1.279,1.074,4.596,1.782,4.093,2.413,4.117,1.593,0.52 
1.689,1.299,1.317,1.263,4.072,2.095,4.285,2.267,3.23,2.231,0.60 
1.334,1.858,1.394,1.061,6.276,1.617,5.366,2.007,6.146,2.004,0.40 
1.883,1.498,1.887,1.526,3.654,2.97,3.821,1.781,5.883,2.996,0.24 
1.024,1.412,1.01,1.932,4.841,2.462,3.595,2.644,4.89,2.642,0.58 
1.276,1.181,1.674,1.406,4.978,2.332,3.267,2.804,4.507,2.088,0.63 
1.673,1.534,1.752,1.463,4.465,1.84,4.611,1.857,5.155,2.106,0.65 
1.608,1.796,1.812,1.57,5.574,2.788,4.133,2.762,5.816,1.66,0.51 
1.904,1.058,1.487,1.441,5.091,2.028,3.324,1.998,4.073,2.359,0.60 
1.903,1.927,1.099,1.487,3.749,1.597,5.775,1.717,5.971,2.771,0.20 
1.852,1.331,1.435,1.947,3.389,2.253,3.764,1.911,4.317,1.672,0.76 
1.706,1.191,1.425,1.751,6.167,2.861,4.526,2.931,4.575,1.835,0.42 
1.382,1.171,1.398,1.279,4.474,2.57,6.39,2.181,5.817,1.716,0.28 
1.01,1.088,1.352,1.993,4.679,1.755,3.017,1.809,5.507,2.481,0.29 
1.507,1.243,1.777,1.557,5.547,1.829,5.229,2.251,5.365,1.504,0.53 
1.516,1.842,1.717,1.676,3.446,1.596,3.144,1.891,3.425,2.347,0.58 
1.905,1.122,1.505,1.522,5.379,2.919,4.14,2.955,3.819,2.565,0.44 
1.394,1.755,1.693,1.541,4.145,2.293,3.318,2.812,5.45,2.136,0.49 
1.959,1.82,1.576,1.582,4.322,1.697,3.729,1.768,4.803,2.562,0.57 
1.184,1.111,1.203,1.004,5.813,2.989,4.949,1.916,6.362,2.446,0.27 
1.196,1.075,1.321,1.616,3.247,2.781,3.247,1.815,4.576,1.741,0.56 
1.016,1.16,1.086,1.257,4.128,2.426,3.316,2.421,5.324,2.705,0.40 
1.557,1.167,1.076,1.587,4.61,2.623,3.985,2.436,6.01,2.408,0.50 
1.78,1.218,1.942,1.39,4.663,2.335,6.257,2.335,3.451,2.232,0.39 
1.398,1.55,1.414,1.475,3.041,2.55,5.983,2.858,3.825,1.845,0.16 
1.425,1.398,1.035,1.278,3.422,1.906,3.344,2.019,3.769,2.732,0.60 
1.623,1.08,1.584,1.578,3.641,2.668,5.587,1.767,5.522,2.336,0.55 
1.03,1.029,1.183,1.548,5.194,2.121,5.965,1.595,5.345,1.774,0.39 
1.851,1.118,1.327,1.703,6.413,1.823,3.171,1.829,3.676,2.725,0.53 
1.806,1.272,1.035,1.381,5.031,2.01,3.995,2.091,6.158,2.041,0.47 
1.044,1.294,1.707,1.283,5.482,2.537,4.04,1.958,6.011,2.69,0.48 
1.686,1.969,1.63,1.445,3.393,2.614,4.959,2.524,6.492,1.908,0.22 
1.478,1.213,1.134,1.943,4.55,2.582,4.34,2.869,3.934,2.133,0.63 
1.66,1.27,1.662,1.738,4.754,2.216,4.881,2.322,6.399,2.635,0.20 
1.476,1.868,1.217,1.564,6.231,2.121,4.506,2.729,3.444,2.874,0.43 
1.51,1.049,1.341,1.617,3.718,1.627,4.218,2.768,3.038,2.231,0.56 
1.809,1.077,1.615,1.349,4.714,2.085,3.552,2.437,6.096,2.574,0.47 
1.103,1.658,1.273,1.797,6.451,1.572,5.575,1.883,5.925,2.279,0.36 
1.171,1.682,1.537,1.952,5.9,1.716,6.236,1.84,4.433,1.539,0.50 
1.89,1.035,1.245,1.608,3.957,1.985,5.099,1.924,5.903,2.275,0.51 
1.624,1.826,1.051,1.181,6.462,2.428,3.427,1.928,5.556,1.848,0.39 
1.789,1.709,1.342,1.279,4.511,1.747,5.242,2.909,3.37,1.772,0.39 
1.441,1.07,1.854,1.31,4.978,1.938,3.179,1.803,3.774,2.968,0.60 
1.076,1.727,1.286,1.539,3.288,2.668,4.81,2.86,3.561,2.878,0.47 
1.225,1.639,1.659,1.535,4.565,2.303,6.352,2.474,3.475,1.771,0.32 
1.468,1.042,1.415,1.315,3.49,2.768,4.457,2.159,3.94,1.907,0.55 
1.739,1.574,1.861,1.611,3.194,2.322,4.289,1.775,6.17,2.644,0.16 
1.043,1.373,1.196,1.801,5.513,2.142,4.575,2.72,3.99,1.73,0.56 
1.328,1.076,1.635,1.182,4.601,2.442,4.376,2.937,3.356,2.088,0.52 
1.152,1.102,1.694,1.694,4.951,1.956,5.712,2.366,6.457,2.115,0.36 
1.36,1.821,1.117,1.856,3.957,1.611,3.513,1.645,4.643,1.505,0.65 
1.982,1.202,1.886,1.865,3.49,1.886,5.982,2.115,5.327,2.617,0.33 
1.58,1.521,1.835,1.545,5.745,2.246,6.296,2.584,6.297,2.071,0.32 
1.925,1.755,1.242,1.247,3.482,2.03,5.606,2.771,3.108,2.3,0.39 
1.781,1.529,1.035,1.103,3.484,2.727,4.47,1.807,3.135,2.387,0.57 
1.412,1.083,1.467,1.231,4.246,2.597,6.022,2.508,3.694,2.35,0.36 
1.712,1.746,1.071,1.797,3.245,2.605,3.926,2.452,4.937,2.31,0.64 
1.363,1.011,1.818,1.345,5.905,2.92,3.232,1.855,5.866,1.863,0.47 
1.613,1.634,1.498,1.633,3.123,2.934,5.315,1.613,6.295,2.156,0.35 
1.917,1.315,1.895,1.49,3.781,2.089,4.81,2.278,3.227,1.875,0.65 
1.299,1.602,1.042,1.082,3.582,2.904,3.557,2.404,4.082,2.183,0.61 
1.587,1.869,1.328,1.532,3.675,2.751,3.74,1.744,5.111,1.906,0.73 
1.184,1.546,1.094,1.228,6.357,2.192,3.295,2.525,4.45,2.027,0.40 
1.511,1.531,1.239,1.515,6.056,2.375,5.002,1.98,3.778,2.583,0.52 
1.162,1.838,1.881,1.866,3.32,2.715,3.605,2.865,5.03,2.022,0.48 
1.939,1.294,1.915,1.28,3.463,2.025,3.093,2.312,3.926,1.634,0.70 
1.748,1.525,1.982,1.59,3.996,2.688,4.984,2.446,6.272,1.566,0.46 
1.625,1.739,1.577,1.78,5.674,1.941,6.388,2.285,4.819,2.794,0.37 
1.382,1.04,1.332,1.402,5.142,2.178,5.942,2.254,6.071,2.46,0.36 
1.279,1.313,1.66,1.862,3.926,1.98,3.016,2.966,5.593,2.433,0.37 
1.312,1.188,1.38,1.866,3.561,2.563,3.715,2.245,3.626,1.888,0.73 
1.722,1.477,1.514,1.8,4.243,1.7,6.187,2.112,4.518,1.937,0.40 
1.947,1.701,1.551,1.339,4.579,2.571,4.921,2.095,5.184,2.469,0.47 
1.919,1.236,1.917,1.363,6.166,1.65,3.62,1.624,3.27,1.648,0.56 
1.101,1.136,1.675,1.318,4.849,1.826,4.692,1.961,5.105,1.536,0.53 
1.533,1.102,1.328,1.697,4.429,2.146,5.014,2.949,4.517,1.916,0.52 
1.024,1.405,1.531,1.433,3.415,2.565,3.082,1.825,4.915,2.086,0.55 
1.164,1.005,1.268,1.804,5.38,2.601,5.223,2.873,3.352,1.538,0.43 
1.633,1.708,1.167,1.102,5.691,2.452,3.298,1.703,5.258,1.549,0.43 
1.922,1.198,1.741,1.893,6.196,2.181,4.55,2.853,6.386,2.661,0.27 
1.847,1.154,1.154,1.403,4.295,2.165,4.551,2.777,5.447,2.322,0.52 
1.496,1.668,1.108,1.398,5.688,1.858,5.357,2.324,5.53,1.921,0.47 
1.428,1.861,1.426,1.178,6.395,2.668,4.078,2.733,5,1.717,0.39 
1.374,1.111,1.309,1.924,5.236,2.64,3.882,2.65,3.275,2.372,0.68 
1.243,1.799,1.865,1.9,4.004,2.345,3.62,1.866,3.359,2.264,0.68 
1.368,1.974,1.848,1.928,5.662,1.525,4.961,2.642,6.023,2.012,0.18 
1.342,1.172,1.285,1.349,5.876,1.928,3.422,2.738,6.21,1.526,0.40 
1.106,1.613,1.443,1.384,4.081,2.499,5.051,1.81,5.242,2.441,0.55 
1.773,1.612,1.975,1.606,6.447,1.865,3.524,1.946,3.062,2.361,0.53 
1.636,1.097,1.75,1.252,3.529,2.083,6.259,2.777,3.017,2.444,0.29 
1.523,1.97,1.452,1.42,3.475,1.579,5.928,1.786,5.022,2.79,0.06 
1.811,1.681,1.059,1.99,4.408,2.772,3.266,2.02,3.779,2.071,0.78 
1.505,1.98,1.585,1.456,6.31,1.772,5.896,2.869,5.935,1.902,0.29 
1.604,1.485,1.385,1.93,4.567,1.88,5.835,2.372,4.268,2.973,0.35 
1.991,1.587,1.747,1.479,6.465,2.704,4.458,2.479,4.799,1.966,0.51 
1.014,1.411,1.84,1.772,5.028,1.597,3.825,1.937,5.017,2.078,0.51 
1.401,1.212,1.139,1.983,6.408,2.604,5.914,1.724,5.145,2.671,0.41 
1.706,1.828,1.711,1.982,6.196,2.813,3.879,1.864,5.414,1.878,0.57 
1.848,1.737,1.966,1.313,4.745,2.664,4.373,2.779,3.291,2.162,0.57 
1.066,1.053,1.134,1.392,5.565,1.501,6.208,2.632,5.629,2.884,0.16 
1.347,1.491,1.595,1.798,5.724,1.758,3.636,2.261,3.646,2.303,0.76 
1.8,1.163,1.783,1.761,6.241,2.691,5.14,2.774,5.461,1.546,0.45 
1.107,1.023,1.37,1.941,3.719,2.322,4.463,2.537,6.488,2.83,0.11 
1.754,1.17,1.473,1.586,5.318,1.866,4.368,2.721,5.905,2.687,0.33 
1.789,1.935,1.232,1.18,3.632,1.569,3.521,2.012,6.381,2.819,0.17 
1.099,1.089,1.084,1.96,6.398,2.786,4.551,2.175,3.462,2.238,0.57 
1.154,1.562,1.799,1.271,3.366,2.953,4.564,2.695,6.159,1.646,0.43 
1.542,1.925,1.718,1.727,4.319,2.072,3.206,2.685,4.031,1.834,0.78 
1.005,1.785,1.072,1.802,6.31,2.561,5.639,2.088,4.154,2.85,0.43 
1.719,1.121,1.484,1.744,3.874,2.075,3.05,2.36,4.382,2.055,0.68 
1.823,1.741,1.407,1.89,3.994,1.846,4.86,1.689,5.072,2.581,0.43 
1.43,1.489,1.83,1.518,3.07,1.833,5.729,1.873,3.045,2.871,0.52 
1.004,1.732,1.93,1.578,3.84,2.888,6.064,2.173,5.206,2.05,0.25 
1.857,1.159,1.819,1.998,6.227,2.169,4.584,2.691,6.147,1.58,0.48 
1.11,1.097,1.028,1.972,3.686,1.588,3.871,2.528,5.907,1.654,0.47 
1.447,1.577,1.26,1.809,4.469,1.715,5.903,1.697,5.984,1.784,0.50 
1.037,1.346,1.093,1.638,5.495,2.473,6.464,1.703,5.967,2.695,0.31 
1.59,1.084,1.099,1.709,6.385,1.924,4.804,2.131,6.394,2.712,0.31 
1.499,1.316,1.163,1.311,4.929,1.543,5.633,2.068,5.861,2.875,0.29 
1.763,1.107,1.974,1.539,3.93,2.348,4.69,1.512,6.216,1.922,0.58 
1.749,1.651,1.619,1.421,3.711,2.816,4.867,2.724,5.999,2.471,0.24 
1.3,1.487,1.342,1.47,5.351,2.749,6.444,1.974,4.387,1.69,0.35 
1.925,1.37,1.596,1.487,5.934,1.509,4.562,2.969,3.926,2.88,0.37 
1.424,1.99,1.092,1.8,6.181,2.323,3.772,2.185,4.465,2.621,0.48 
1.945,1.815,1.262,1.903,3.255,2.509,6.121,2.455,4.128,2.447,0.42 
1.727,1.512,1.028,1.109,5.608,2.094,5.392,2.758,5.14,1.799,0.37 
1.349,1.762,1.628,1.145,4.638,2.574,4.009,1.846,3.374,2.745,0.76 
1.72,1.032,1.162,1.03,5.759,2.272,4.962,2.352,3.517,2.998,0.38 
1.987,1.963,1.026,1.939,3.568,1.924,3.044,2.519,3.764,1.738,0.77 
1.644,1.826,1.184,1.441,3.196,2.124,3.444,2.858,4.719,2.271,0.60 
1.973,1.912,1.943,1.408,4.903,2.146,5.495,1.597,5.908,1.992,0.53 
1.17,1.978,1.053,1.331,4.681,1.645,4.805,2.359,5.118,2.948,0.28 
1.808,1.12,1.334,1.742,4.305,2.094,5.254,1.876,6.402,2.856,0.23 
1.159,1.725,1.088,1.151,6.486,2.092,5.747,1.779,5.727,2.362,0.40 
1.066,1.657,1.096,1.412,3.892,2.684,3.648,2.928,4.522,1.787,0.61 
1.136,1.664,1.475,1.906,4.318,1.664,5.365,2.394,5.558,2.817,0.07 
1.565,1.279,1.838,1.473,6.061,2.284,3.691,1.937,3.821,2.244,0.63 
1.636,1.349,1.603,1.792,4.638,2.884,6.431,2.129,3.489,2.63,0.44 
1.422,1.882,1.626,1.966,6.139,2.603,4.306,2.061,3.031,2.315,0.52 
1.064,1.31,1.122,1.631,6.438,2.473,6.199,2.306,3.943,1.769,0.40 
1.899,1.593,1.837,1.973,6.283,2.246,3.828,2.867,3.962,2.005,0.54 
1.251,1.032,1.135,1.919,4.75,2.765,4.428,2.78,5.912,1.892,0.50 
1.445,1.27,1.794,1.338,4.808,2.382,6.33,2.133,6.299,1.853,0.34 
1.341,1.921,1.442,1.739,5.957,1.969,5.521,1.61,5.65,2.34,0.43 
1.84,1.686,1.332,1.601,4.364,1.662,5.068,1.573,6.495,2.308,0.28 
1.168,1.778,1.213,1.34,4.688,2.303,3.975,2.718,3.04,1.868,0.63 
1.853,1.188,1.948,1.161,3.629,1.844,3.091,2.274,5.65,2.023,0.59 
1.791,1.833,1.033,1.646,3.355,2.326,3.547,2.68,3.479,1.676,0.70 
1.315,1.102,1.701,1.213,5.44,2.772,3.323,1.887,5.078,2.995,0.53 
1.334,1.853,1.695,1.497,3.112,1.986,3.311,2.083,5.292,1.518,0.49 
1.012,1.683,1.507,1.476,6.038,2.136,3.645,1.886,4.966,2.735,0.55 
1.783,1.364,1.662,1.884,5.302,1.704,4.537,2.13,6.486,2.462,0.23 
1.304,1.865,1.998,1.26,5.354,2.698,6.292,2.424,5.799,2.361,0.33 
1.911,1.511,1.603,1.969,4.68,1.524,3.054,1.889,3.393,2.063,0.74 
1.89,1.617,1.58,1.885,6.488,1.886,3.602,2.095,3.479,1.821,0.52 
1.97,1.602,1.908,1.172,6.454,2.642,3.519,1.884,4.499,1.537,0.47 
1.6,1.173,1.88,1.005,5.827,2.446,5.415,2.641,5.805,2.134,0.37 
1.323,1.842,1.58,1.1,6.451,2.341,6.274,2.438,3.989,1.692,0.35 
1.643,1.918,1.2,1.839,4.957,2.557,3.675,2.904,5.24,2.35,0.52 
1.655,1.319,1.433,1.605,4.945,2.648,3.198,2.431,4.834,2.698,0.65 
1.209,1.216,1.161,1.876,3.801,2.6,6.022,1.573,5.625,2.133,0.50 
1.935,1.744,1.969,1.753,3.96,2.749,3.243,1.92,4.444,2.462,0.76 
1.821,1.959,1.188,1.049,6.145,1.982,5.926,2.02,6.284,2.138,0.38 
1.775,1,1.876,1.973,6.066,2.964,5.058,2.266,4.688,2.686,0.43 
1.368,1.114,1.981,1.937,3.982,2.204,3.665,2.765,6.17,2.621,0.10 
1.349,1.017,1.523,1.19,6.499,2.318,3.885,2.703,4.839,2.376,0.53 
1.197,1.062,1.644,1.017,3.348,1.588,5.186,2.883,4.981,2.935,0.29 
1.519,1.008,1.375,1.2,3.628,2.528,6.149,2.025,4.224,2.87,0.40 
1.191,1.987,1.613,1.486,5.558,2.329,4.644,2.882,4.43,2.342,0.50 
1.336,1.595,1.734,1.078,5.571,1.924,5.902,2.801,4.643,2.664,0.30 
1.228,1.128,1.056,1.704,3.032,1.809,3.678,1.867,4.069,1.813,0.50 
1.562,1.866,1.704,1.91,5.516,2.624,5.06,2.799,4.34,1.606,0.51 
1.934,1.142,1.884,1.775,5.118,2.329,3.209,1.517,5.356,2.74,0.33 
1.38,1.881,1.794,1.61,5.034,2.494,3.592,2.54,5.081,1.731,0.73 
1.133,1.39,1.042,1.306,6.089,2.187,3.313,2.686,4.382,2.227,0.41 
1.931,1.668,1.054,1.122,5.43,2.708,3.084,1.645,3.132,1.796,0.39 
1.896,1.395,1.23,1.862,5.245,2.285,6.463,2.176,4.425,1.88,0.43 
1.859,1.232,1.173,1.77,4.441,2.429,5.86,2.41,3.187,2.812,0.44 
1.605,1.292,1.712,1.171,5.275,1.658,3.687,2.467,4.261,2.779,0.61 
1.493,1.618,1.417,1.063,5.812,2.436,4.066,2.273,5.038,2.121,0.50 
1.933,1.508,1.37,1.581,4.31,2.635,5.442,2.96,3.898,2.04,0.42 
1.845,1.548,1.831,1.703,5.558,2.722,3.906,2.597,5.542,2.303,0.46 
1.139,1.493,1.656,1.83,5.846,2.023,5.751,2.031,4.654,2.653,0.52 
1.066,1.681,1.611,1.11,4.459,2.372,5.938,1.934,4.171,1.976,0.48 
1.605,1.755,1.605,1.639,5.94,2.496,4.389,2.43,3.261,2.503,0.50 
1.526,1.999,1.043,1.222,3.574,1.762,4.109,2.71,5.704,2.279,0.42 
1.991,1.995,1.556,1.162,6.373,2.618,3.683,2.846,5.901,2.755,0.37 
1.162,1.38,1.924,1.859,4.332,1.881,4.948,2.48,4.845,2.08,0.43 
1.947,1.618,1.746,1.841,6.184,2.663,3.21,2.656,5.86,1.528,0.53 
1.263,1.87,1.863,1.438,4.995,2.32,3.592,1.694,5.824,2.21,0.64 
1.759,1.4,1.426,1.672,6.253,2.655,3.438,2.678,3.212,2.521,0.47 
1.344,1.695,1.381,1.311,4.537,1.718,5.567,2.13,5.777,2.28,0.46 
1.859,1.6,1.664,1.436,3.862,2.807,3.123,1.961,3.215,1.515,0.76 
1.26,1.536,1.202,1.513,5.732,2.23,6.484,2.43,5.445,2.853,0.34 
1.589,1.285,1.478,1.908,4.894,2.267,4.986,1.919,5.328,2.931,0.35 
1.22,1.106,1.644,1.195,4.011,2.294,4.595,2.403,3.991,2.545,0.55 
1.131,1.165,1.468,1.591,6.101,1.857,3.991,2.846,3.53,2.353,0.55 
1.866,1.558,1.535,1.538,6.37,1.755,3.856,1.518,6.495,2.835,0.24 
1.011,1.707,1.602,1.992,3.105,2.225,4.245,2.615,6.367,2.2,0.09 
1.053,1.75,1.525,1.405,3.884,2.141,5.441,1.757,4.397,2.637,0.42 
1.083,1.81,1.301,1.986,4.562,1.565,3.844,2.108,6.383,2.458,0.04 
1.506,1.907,1.236,1.539,5.127,2.136,4.857,1.756,6.465,2.928,0.09 
1.393,1.833,1.489,1.282,3.157,2.356,4.191,1.671,5.369,2.157,0.50 
1,1.705,1.133,1.566,5.031,2.552,3.104,2.902,3.563,1.982,0.66 
1.838,1.249,1.769,1.54,6.35,2.763,4.089,2.142,4.106,2.997,0.52 
1.223,1.31,1.532,1.603,3.501,2.835,3.531,2.302,4.273,1.505,0.72 
1.022,1.696,1.363,1.156,4.044,1.641,3.663,2.25,3.511,2.815,0.70 
1.976,1.404,1.646,1.729,4.313,1.92,6.33,2.309,3.675,2.719,0.42 
1.213,1.735,1.994,1.256,4.111,1.807,6.401,2.929,6.36,1.799,0.22 
1.863,1.726,1.086,1.134,3.606,1.963,3.821,2.519,4.817,2.189,0.60 
1.813,1.067,1.346,1.923,5.923,1.5,5.856,2.852,3.526,1.628,0.34 
1.14,1.166,1.704,1.185,3.506,2.26,5.964,2.403,4.185,2.443,0.34 
1.242,1.501,1.282,1.196,4.328,2.208,4.817,1.715,3.882,2.459,0.60 
1.866,1.938,1.205,1.232,4.188,2.894,4.765,1.518,4.716,2.184,0.65 
1.642,1.466,1.447,1.86,6.245,1.77,4.492,1.592,4.302,1.932,0.60 
1.014,1.859,1.425,1.405,6.412,2.411,4.99,2.941,6.143,2.132,0.38 
1.318,1.323,1.435,1.576,5.285,2.448,4.497,1.879,4.435,2.618,0.61 
1.703,1.281,1.672,1.197,5.839,1.567,5.376,2.378,4.736,1.801,0.40 
1.301,1.287,1.173,1.366,5.078,2.864,3.693,2.155,4.665,2.076,0.51 
1.212,1.684,1.056,1.111,4.168,1.942,5.248,1.586,4.716,2.259,0.52 
1.964,1.214,1.665,1.991,5.236,1.991,4.188,2.48,4.435,1.945,0.61 
1.916,1.486,1.199,1.155,4.393,2.479,4.71,1.562,3.407,2.161,0.55 
1.08,1.054,1.77,1.255,5.606,2.122,5.026,1.944,5.857,2.742,0.42 
1.813,1.084,1.236,1.462,4.731,2.228,3.353,2.154,4.903,2.101,0.55 
1.228,1.24,1.155,1.762,5.753,2.97,5.373,1.504,4.772,2.793,0.50 
1.8,1.657,1.515,1.817,4.007,1.859,4.122,2.513,3.325,1.596,0.71 
1.974,1.798,1.087,1.16,6.327,2.348,3.751,2.913,5.698,2.451,0.37 
1.342,1.782,1.898,1.375,5.058,1.726,6.293,2.069,4.428,2.223,0.34 
1.7,1.461,1.226,1.406,3.26,1.572,6.1,2.285,4.315,2.053,0.28 
1.704,1.363,1.071,1.352,4.436,2.539,4.709,2.444,5.643,2.732,0.52 
1.518,1.563,1.059,1.073,5.933,2.535,4.741,1.589,5.435,2.255,0.39 
1.389,1.938,1.779,1.963,3.973,1.934,3.714,2.483,3.322,2.661,0.57 
1.158,1.999,1.146,1.24,3.765,2.105,4.006,2.126,6.103,2.69,0.25 
1.953,1.865,1.368,1.396,4.49,1.998,3.441,1.81,3.248,1.761,0.69 
1.24,1.032,1.827,1.999,3.377,2.278,5.605,1.781,4.777,1.616,0.56 
1.84,1.439,1.573,1.103,3.214,1.533,5.396,2.101,5.199,2.781,0.32 
1.839,1.226,1.55,1.096,4.762,2.756,5.024,2.098,4.731,2.965,0.49 
1.402,1.462,1.921,1.179,4.18,1.611,5.481,1.972,4.124,1.896,0.53 
1.746,1.284,1.471,1.749,3.629,1.871,6.485,1.976,6.126,1.98,0.37 
1.75,1.302,1.696,1.127,3.68,2.727,3.915,1.684,3.212,2.839,0.72 
1.332,1.083,1.491,1.174,3.84,2.529,6.284,2.031,3.911,2.351,0.34 
1.61,1.964,1.835,1.777,5.553,2.573,3.688,1.547,4.411,1.524,0.73 
1.424,1.671,1.375,1.844,4.622,2.594,4.547,2.423,3.479,1.527,0.68 
1.822,1.216,1.684,1.641,3.854,2.76,5.995,2.743,3.199,2.715,0.39 
1.096,1.523,1.119,1.014,5.965,2.382,5.692,1.693,4.738,1.629,0.28 
1.643,1.289,1.015,1.495,5.214,2.011,5.812,1.943,5.638,2.034,0.44 
1.78,1.823,1.217,1.551,3.881,2.692,4.661,1.907,5.039,2.12,0.68 
1.525,1.196,1.207,1.46,3.92,2.129,3.039,1.922,3.52,2.346,0.66 
1.609,1.072,1.982,1.589,4.954,2.042,3.203,2.156,3.121,1.678,0.73 
1.497,1.186,1.999,1.366,3.033,2.794,4.375,2.584,6.155,2.342,0.37 
1.392,1.776,1.581,1.047,3.84,2.533,4.266,2.204,5.492,2.928,0.47 
1.833,1.376,1.72,1.681,5.067,2.475,3.36,2.062,5.077,2.337,0.66 
1.132,1.526,1.945,1.536,5.642,1.512,4.283,2.843,3.425,2.449,0.50 
1.15,1.085,1.41,1.786,6.046,2.516,4.74,2.326,5.248,2.601,0.51 
1.491,1.226,1.194,1.699,5.349,2.459,4.92,2.23,5.989,1.753,0.50 
1.586,1.909,1.726,1.873,3.976,1.673,3.59,2.461,6.021,1.765,0.32 
1.108,1.765,1.751,1.496,6.226,2.763,4.551,1.776,6.284,2.126,0.46 
1.238,1.063,1.046,1.26,3.031,2.178,6.364,2.55,5.94,2.092,0.25 
1.173,1.908,1.791,1.479,3.368,2.322,5.042,2.873,4.804,2.531,0.18 
1.479,1.014,1.678,1.388,3.5,2.599,4.281,2.814,5.65,2.17,0.54 
1.179,1.693,1.187,1.59,3.805,2.617,4.614,2,5.605,2.475,0.45 
1.356,1.952,1.579,1.29,4.288,1.555,3.744,2.955,5.982,1.814,0.37 
1.227,1.102,1.603,1.496,5.85,2.71,5.342,1.518,4.185,2.025,0.49 
1.676,1.123,1.49,1.811,4.529,2.59,3.188,2.847,3.495,2.733,0.76 
1.832,1.307,1.893,1.017,5.605,2.312,6.093,1.696,5.267,2.384,0.43 
1.983,1.55,1.892,1.37,3.093,2.24,3.547,2.029,5.033,2.752,0.49 
1.592,1.257,1.469,1.655,5.802,1.86,5.933,1.753,5.391,2.209,0.45 
1.046,1.179,1.69,1.52,3.544,2.593,4.751,2.133,4.088,1.64,0.60 
1.667,1.888,1.781,1.775,3.889,2.263,6.324,2.487,6.497,2.085,0.27 
1.034,1.98,1.035,1.122,5.845,1.896,5.43,2.212,3.52,2.837,0.43 
1.441,1.75,1.577,1.447,4.549,1.754,5.632,2.265,5.917,1.833,0.40 
1.029,1.037,1.183,1.379,6.353,2.997,3.75,1.599,6.424,2.135,0.41 
1.294,1.316,1.091,1.51,5.56,3,5.763,2.93,4.442,1.568,0.32 
1.033,1.152,1.805,1.545,4.902,2.174,6.043,1.748,3.697,1.593,0.48 
1.886,1.763,1.823,1.855,5.674,2.41,3.457,2.427,5.904,1.682,0.56 
1.124,1.002,1.649,1.556,5.524,2.652,6.159,2.219,6.105,2.26,0.34 
1.85,1.511,1.063,1.489,4.442,1.802,3.562,2.687,4.42,2.178,0.61 
1.919,1.369,1.958,1.398,6.1,1.835,5.222,1.719,5.881,1.971,0.47 
1.313,1.286,1.806,1.39,4.146,2.355,5.799,2.066,6.242,2.516,0.22 
1.001,1.491,1.561,1.463,5.496,2.582,3.182,2.394,3.175,2.786,0.75 
1.144,1.003,1.239,1.696,4.764,1.515,5.849,2.396,5.368,2.405,0.34 
1.465,1.046,1.034,1.7,5.965,2.046,3.874,2.769,3.379,1.868,0.45 
1.335,1.245,1.432,1.252,5.645,2.285,4.288,2.926,5.354,1.704,0.45 
1.239,1.817,1.832,1.822,4.384,2.383,3.475,1.523,5.142,1.823,0.71 
1.427,1.618,1.393,1.056,4.812,1.557,4.677,2.224,6.473,2.858,0.18 
1.334,1.557,1.819,1.362,6.105,2.879,4.043,2.019,4.108,2.339,0.57 
1.378,1.761,1.161,1.616,6.061,2.92,4.847,2.811,5.174,2.04,0.40 
1.69,1.096,1.079,1.858,5.97,2.798,4.563,2.256,4.186,1.625,0.43 
1.788,1.3,1.072,1.781,3.786,2.612,4.681,2.101,5.486,2.424,0.60 
1.754,1.209,1.427,1.939,5.298,2.98,4.164,2.167,5.393,2.492,0.44 
1.884,1.522,1.866,1.039,4.692,1.535,6.434,1.919,5.305,2.75,0.35 
1.47,1.288,1.525,1.613,5.877,2.5,4.936,2.439,5.559,2.082,0.52 
1.17,1.048,1.783,1.846,3.833,2.51,6.402,2.157,6.231,2.121,0.34 
1.816,1.341,1.005,1.51,4.263,2.439,3.51,2.771,5.96,2.074,0.54 
1.148,1.293,1.321,1.998,5.624,2.189,6.465,1.867,6.372,2.686,0.31 
1.566,1.353,1.513,1.391,4.439,2.543,4.336,2.244,5.66,1.895,0.59 
1.019,1.986,1.786,1.583,3.774,2.798,5.818,1.828,3.799,1.637,0.46 
1.403,1.542,1.066,1.681,5.617,2.842,5.319,2.227,6.112,2.74,0.35 
