tr1,br1,d1,t2,xr1,yr1,xr2,yr2,xr3,yr3,EAB
8.707,15.293,1.726,9.703,15.039,6.348,15.305,4.955,12.237,3.068,137
5.443,17.763,1.578,8.867,11.846,4.631,11.893,3.208,14.901,6.094,136
9.779,17.835,1.436,9.503,10.422,3.173,12.675,3.052,13.847,6.395,142
6.983,13.411,1.873,9.063,10.993,3.869,14.604,5.411,14.383,4.49,139
7.463,16.977,1.707,8.275,10.949,4.544,15.255,5.204,15.08,5.406,138
6.217,17.905,1.404,9.084,13.206,3.026,14.712,3.506,13.636,5.845,139
6.614,19.439,1.759,9.274,15.331,4.357,12.442,3.578,11.955,3.54,137
10.976,14.787,1.945,9.676,14.623,3.334,10.637,4.715,11.036,5.609,142
6.92,12.965,1.684,9.966,14.046,3.61,11.759,4.218,14.524,4.273,137
7.935,19.957,1.206,9.542,15.232,6.022,10.107,5.191,14.56,6.199,139
10.503,17.271,1.467,9.16,13.717,4.562,12.079,3.352,10.752,5.253,141
5.652,19.09,1.426,9.041,11.025,5.001,10.387,5.443,13.75,6.209,141
10.551,16.006,1.629,8.416,15.122,5.882,10.673,4.12,14.847,6.23,138
8.886,12.704,1.6,8.08,12.066,3.541,13.805,3.897,10.77,6.297,135
5.843,15.978,1.135,9.815,10.353,3.278,11.948,5.58,15.264,5.505,137
5.774,17.11,1.243,8.763,10.344,4.338,14.789,6.316,15.171,3.882,138
5.482,19.898,1.747,9.123,12.329,5.328,13.982,6.109,14.376,3.382,139
10.974,17.513,1.108,8.353,11.017,4.556,12.921,3.075,14.21,6.481,140
5.71,14.891,1.454,8.441,11.667,6.017,12.207,5.546,13.538,4.87,136
8.355,17.49,1.752,9.116,12.4,4.713,10.225,4.523,10.348,4.321,139
8.127,19.017,1.151,9.385,11.634,4.189,12.865,6.203,14.537,5.105,138
11.334,13.122,1.365,8.601,15.313,3.523,14.187,5.908,11.269,5.571,139
5.174,16.063,1.221,8.86,14.168,4.423,13.085,4.082,12.155,5.73,138
7.456,12.006,1.76,8.928,13.152,5.045,10.228,3.612,14.547,4.811,137
9.203,12.85,1.163,8.502,14.206,5.553,11.69,5.43,10.335,3.724,137
5.304,13.416,1.947,8.644,10.279,3.256,13.126,4.171,15.306,5.585,121
9.005,17.299,1.95,9.835,12.796,5.815,13.102,3.973,14.681,4.408,139
6.346,13.85,1.168,9.706,14.607,5.402,12.616,4.316,12.994,6.169,136
7.113,19.525,1.238,8.217,12.739,6.37,11.448,6.45,11.775,3.613,133
7.786,18.214,1.834,9.151,13.469,3.238,10.653,6.025,12.619,6.389,140
7.745,14.184,1.114,9.635,12.724,3.669,10.722,3.299,14.553,4.748,138
6.051,16.909,1.24,8.028,10.658,6.023,15.072,6.314,13.065,4.117,127
10.712,18.344,1.517,9.409,13.221,4.904,13.129,3.611,13.717,5.245,140
8.972,13.045,1.487,9.139,12.719,5.865,11.128,4.75,10.848,4.293,139
7.155,19.117,1.004,8.864,11.586,4.537,14.946,3.209,13.412,4.127,135
5.272,12.051,1.5,8.167,14.868,3.291,12.157,3.434,11.908,5.591,134
11.438,13.311,1.002,9.044,10.632,5.12,13.533,4.953,13.174,3.671,140
11.453,17.93,1.559,9.737,12.149,5.638,12.832,3.915,13.819,5.079,139
6.044,17.343,1.22,9.523,12.648,6.41,15.339,5.647,15.358,4.409,137
11.673,12.397,1.247,8.984,14.68,3.635,12.258,3.793,11.502,3.492,139
8.83,17.669,1.357,9.368,12.084,4.01,10.015,5.641,13.545,4.944,141
8.7,17.166,1.222,8.19,10.099,3.28,12.888,4.482,10.821,5.967,141
6.464,19.982,1.783,8.336,13.915,5.506,10.498,4.498,13.659,5.828,139
8.555,15.615,1.707,9.049,11.578,6.371,13.983,4.869,15.156,4.365,138
5.41,15.424,1.332,9.35,13.893,3.858,14.172,3.835,10.28,4.47,136
9.915,18.106,1.13,8.119,13.499,6.3,10.123,6.357,13.323,6.019,132
7.285,14.062,1.874,8.319,11.68,3.506,12.459,5.185,13.884,4.82,136
9.894,15.188,1.794,8.034,15.173,4.48,13.48,4.021,10.944,4.032,139
5.948,19.881,1.817,8.379,15.101,3.942,13.967,3.007,12.993,4.311,138
6.267,14.938,1.998,8.029,11.682,5.491,11.356,3.368,12.63,6.482,123
9.147,17.547,1.198,8.596,12.999,4.723,10.533,6.194,10.981,6.285,140
7.762,12.704,1.511,8.341,13.238,3.33,15.206,5.933,13.581,5.642,137
7.095,13.175,1.516,8.211,12.419,3.168,10.788,4.184,10.503,6.409,135
11.491,17.472,1.807,8.063,14.132,4.362,13.638,3.188,12.473,4.568,139
9.781,15.374,1.97,8.477,13.117,3.21,10.09,5.546,13.794,4.786,138
8.119,15.137,1.965,8.985,11.169,4.826,13.125,6.009,10.728,3.177,140
5.399,14.8,1.248,9.162,15.12,3.153,10.447,5.636,10.818,6.265,139
8.875,16.912,1.641,9.016,14.667,3.517,11.913,5.687,10.038,5.166,140
10.708,16.479,1.531,9.771,14.824,5.305,14.275,4.196,12.507,4.688,140
7.982,17.122,1.016,9.726,14.395,6.001,13.85,5.695,11.745,3.883,138
9.688,15.143,1.87,8.555,13.865,4.732,12.116,6.496,13.056,4.537,140
7.613,16.646,1.138,9.587,14.065,6.461,10.135,6.233,13.438,5.005,137
7.318,15.832,1.583,9.362,12.747,3.612,14.661,6.379,10.04,5.738,140
11.965,16.244,1.543,9.456,14.216,5.05,13.714,3.744,11.876,5.646,140
8.835,14.013,1.834,9.412,13.463,4.916,11.699,3.826,10.3,5.092,139
5.533,16.025,1.579,9.89,13.125,4.848,13.805,6.422,13.107,5.236,136
11.312,13.463,1.056,8.026,14.087,3.923,12.842,6.387,12.871,3.074,140
11.2,13.312,1.338,8.827,10.083,4.291,12.29,5.418,14.867,6.299,140
6.892,12.172,1.358,9.405,14.079,4.773,14.142,4.108,12.396,6.485,137
5.207,19.14,1.589,9.213,14.66,6.17,14.958,4.247,11.652,3.47,139
7.533,18.501,1.593,9.5,13.285,3.573,12.46,3.786,14.3,5.18,139
8.629,13.647,1.631,9.135,13.314,3.074,12.836,4.124,15.035,6.375,139
6.602,19.87,1.226,8.045,12.366,3.761,10.683,3.687,11.679,4.38,135
6.426,12.608,1.471,8.02,12.44,5.876,13.582,5.708,13.127,3.737,136
6.161,14.199,1.666,9.808,14.133,5.239,14.675,5.071,14.152,3.272,136
6.672,13.358,1.226,9.457,10.251,5.121,15.188,5.496,10.257,5.289,137
11.288,18.372,1.219,8.133,11.543,4.988,14.537,4.638,12.654,4.908,141
10.061,16.353,1.164,8.217,11.059,5.436,14.973,5.353,10.251,5.896,138
8.288,19.965,1.314,8.825,11.314,3.166,11.568,4.757,14.415,4.123,137
6.27,18.626,1.28,8.027,11.35,5.305,12.086,6.4,12.913,4.959,138
10.113,18.49,1.161,9.45,12.912,3.412,12.016,3.08,10.093,3.46,135
5.29,15.383,1.826,9.653,10.747,6.337,14.034,5.763,13.563,5.976,138
10.869,18.4,1.501,8.102,13.89,4.844,10.482,5.41,12.813,3.833,142
10.302,17.985,1.69,9.873,10.211,4.867,10.935,5.894,14.755,3.373,138
9.717,16.117,1.595,8.708,10.807,5.985,10.595,5.922,14.583,5.921,139
10.205,12.577,1.037,8.881,12.12,4.519,10.505,5.973,12.512,3.953,139
9.043,19.321,1.114,8.932,11.719,4.11,12.303,3.11,10.825,4.021,135
10.38,19.602,1.115,8.701,12.043,6.071,15.006,6.11,10.218,6.082,131
7.226,12.756,1.088,9.739,12.978,3.225,13.405,6.051,10.012,4.841,138
11.792,18.461,1.635,8.165,13.363,6.248,11.132,4.328,11.488,4.967,142
9.837,12.798,1.567,8.677,11.311,3.695,15.174,4.861,14.134,3.973,138
6.015,17.559,1.623,9.023,10.57,3.793,13.579,3.083,12.169,3.136,134
9.645,13.05,1.152,9.947,14.927,4.228,13.673,3.451,13.486,5.037,140
8.285,17.994,1.17,8.738,10.857,5.927,13.277,5.276,14.288,3.479,139
8.236,19.183,1.046,9.328,14.627,3.209,10.651,4.428,14.512,3.711,134
7.161,15.135,1.957,8.544,12.373,5.556,14.017,6.016,10.592,5.959,139
8.615,15.315,1.796,8.997,10.662,5.624,14.591,5.769,12.183,4.147,139
6.899,18.344,1.99,8.311,14.234,6.343,13.962,5.604,12.02,6.359,139
9.631,12.14,1.366,8.337,12.308,5.054,10.798,4.117,13.652,4.009,138
6.132,17.086,1.43,8.795,15.167,6.49,11.276,4.478,11.713,4.159,138
8.55,19.075,1.705,9.766,12.405,6.464,14.128,4.808,13.657,5.103,141
11.935,17.676,1.942,8.827,15.378,4.354,11.349,5.605,12.945,3.921,140
7.649,18.679,1.467,9.677,13.345,3.289,12.71,5.495,11.928,3.347,136
9.896,14.926,1.448,8.01,11.522,3.242,10.361,6.046,14.555,3.275,139
10.15,17.584,1.036,9.531,13.227,6.043,15.279,5.967,11.56,4.558,140
10.258,14.926,1.712,8.474,10.363,5.011,15.163,3.188,15.259,4.381,141
8.349,12.187,1.519,9.171,12.189,4.422,10.482,4.039,11.598,5.795,138
6.744,13.212,1.65,8.268,12.513,4.814,13.713,4.377,12.943,3.462,136
5.286,15.366,1.847,9.425,13.625,5.667,12.251,5.608,15.32,6.238,135
10.155,12.586,1.774,9.94,13.821,4.619,11.05,5.922,10.804,5.771,141
9.794,14.455,1.666,8.056,14.293,3.139,10.619,5.235,12.443,4.842,139
7.33,16.818,1.679,8.869,14.314,5.344,12.036,3.726,11.935,3.116,138
11.267,14.741,1.146,8.121,13.036,3.856,13.082,3.874,11.745,3.243,141
7.566,12.488,1.977,8.918,10.756,5.734,10.867,5.015,14.229,3.275,137
7.005,14.716,1.389,8.805,10.098,3.98,12.367,6.099,10.838,6.16,139
6.092,19.224,1.58,9.966,12.226,6.323,11.558,5.396,14.697,6.436,139
11.467,19.359,1.569,9.785,10.288,5.976,10.708,3.932,12.566,6.273,136
5.687,12.579,1.751,8.872,10.791,4.602,12.92,5.741,13.075,4.008,137
8.28,17.671,1.49,9.2,12.949,4.941,13.504,5.15,13.274,5.304,140
10.042,15.793,1.814,8.455,12.648,4.248,15.236,5.123,12.811,3.416,138
5.346,14.732,1.679,8.269,12.99,6.323,12.455,4.659,11.925,5.802,139
10.951,12.706,1.938,8.034,12.353,3.526,15.133,5.79,14.81,3.736,138
6.898,12.522,1.71,8.648,12.453,6.024,14.046,5.812,14.803,4.349,136
8.936,18.052,1.905,8.1,15.473,3.215,12.89,4.908,13.028,6.287,137
6.834,13.76,1.89,9.555,11.854,5.629,12.478,4.267,13.288,4.684,138
5.386,13.398,1.251,8.673,14.297,6.182,15.15,5.568,14.793,6.028,131
6.191,15.003,1.966,8.755,13.778,4.216,12.411,6.256,13.929,4.47,140
5.817,12.974,1.711,9.922,10.939,3.447,13.284,4.277,12.448,5.886,137
5.088,15.268,1.023,8.45,13.466,4.52,11.632,4.362,10.309,5.698,136
7.341,15.644,1.353,8.593,14.467,6.365,13.886,4.928,11.679,3.349,137
6.991,14.412,1.212,8.144,14.38,6.407,10.502,3.679,14.433,5.954,135
9.933,19.262,1.317,8.825,12.902,4.264,13.637,5.982,10.147,5.467,138
6.636,19.535,1.476,9.537,10.477,4.401,13.286,3.943,15.121,3.033,134
10.598,13.678,1.566,8.898,11.694,5.174,11.51,3.838,15.261,4.088,140
6.46,17.642,1.929,9.527,11.676,4.254,11.244,6.021,14.14,5.149,140
6.028,16.626,1.553,8.488,13.054,3.983,11.074,4.641,11.234,5.954,139
11.884,12.826,1.031,8.363,10.253,5.283,11.567,4.337,13.068,5.702,139
11.843,12.758,1.205,9.994,11.227,4.138,12.358,3.493,13.747,4.025,140
8.284,14.212,1.24,9.024,14.152,5.469,14.045,5.62,13.613,5.857,136
5.012,12.066,1.143,8.487,10.081,3.761,12.017,3.816,12.355,5.618,134
10.003,16.921,1.272,8.887,11.942,4.045,10.548,4.071,14.378,5.406,141
7.534,15.946,1.531,9.853,11.614,5.77,11.297,4.353,10.481,3.738,136
9.247,14.297,1.644,9.734,11.906,6.057,13.704,5.803,11.802,3.156,140
8.003,19.153,1.47,9.689,14.749,4.877,12.008,5.521,12.62,3.706,136
6.194,19.649,1.643,9.177,14.493,3.639,13.868,4.684,10.268,4.323,136
9.117,19.893,1.336,8.516,11.507,4.072,11.018,4.632,14.594,5.44,138
11.186,15.761,1.385,9.554,11.13,4.981,13.749,5.916,10.609,6.165,140
9.746,14.311,1.973,9.873,14.438,6.446,11.975,3.68,11.485,4.501,141
11.32,18.417,1.121,9.354,11.605,5.225,12.298,6.477,14.99,4.846,139
6.645,19.617,1.147,8.851,14.41,3.469,15.266,6.215,13.097,3.264,128
9.308,12.189,1.435,9.251,11.532,5.274,10.223,4.288,11.911,5.249,138
6.407,14.099,1.164,9.625,12.607,3.575,10.431,6.01,10.056,4.319,136
7.923,16.744,1.514,9.786,12.114,4.25,13.235,4.693,12.311,3.248,138
6.75,14.286,1.061,9.565,14.868,3.177,14.516,3.516,12.41,5.473,139
5.896,17.915,1.11,8.783,14.693,5.081,11.892,5.14,12.505,6.15,138
7.735,17.49,1.277,8.462,11.198,3.452,10.115,3.849,10.339,3.444,135
11.604,13.789,1.391,9.537,14.326,4.458,13.138,3.646,15.439,4.795,141
12,13.998,1.203,8.457,10.087,3.021,13.571,4.272,11.829,4.622,140
7.377,14.057,1.306,9.865,13.862,3.14,14.407,4.924,13.501,5.07,139
11.612,13.152,1.533,9.217,12.977,3.379,11.569,5.424,12.426,4.501,140
10.792,18.885,1.632,9.056,11.27,4.345,11.9,3.276,14.872,4.285,138
11.631,15.564,1.803,9.928,14.996,6.179,13.117,5.276,13.429,4.142,139
11.776,15.546,1.367,8.796,14.685,4.707,10.89,3.602,11.145,6.181,141
10.969,19.732,1.038,8.673,10.817,4.237,10.146,3.044,15.121,4.27,136
8.876,19.069,1.603,9.131,10.411,5.046,14.164,3.653,12.201,5.532,137
11.654,19.288,1.908,8.74,14.745,4.865,11.199,3.548,13.411,3.376,139
7.536,19.156,1.567,9.523,15.38,3.41,11.468,5.864,13.083,4.578,138
5.076,15.137,1.299,8.446,13.409,3.388,12.968,3.746,14.493,3.428,136
7.717,19.612,1.954,8.075,12.779,4.66,12.062,6.406,13.335,6.289,138
6.329,14.746,1.711,8.021,14.14,4.958,13.642,4.44,13.372,4.042,139
11.721,16.54,1.23,8.965,12.343,5.544,11.237,5.282,14.064,4.668,139
8.214,18.811,1.373,8.118,13.922,5.523,15.311,4.367,11.38,6.24,136
9.539,13.554,1.051,9.179,12.049,3.518,15.41,6.104,14.179,4.604,136
10.029,15.573,1.509,9.524,13.514,5.56,14.91,5.683,13.031,3.137,139
7.59,16.256,1.462,8.582,14.689,5.802,11.165,3.9,13.577,3.992,137
6.715,15.021,1.631,8.616,11.593,5.934,13.432,5.558,11.326,3.179,136
9.183,16.23,1.021,8.404,13.558,6.378,13.825,3.057,11.732,5.612,140
9.464,15.239,1.287,8.136,10.044,3.49,15.4,6.37,11.877,3.783,134
5.543,18.8,1.517,8.196,12.741,5.45,14.94,4.266,14.93,5.495,139
11.381,13.137,1.158,9.849,14.752,5.736,15.331,5.238,11.446,6.489,137
11.752,12.806,1.43,8.324,12.747,4.068,13.786,6.073,13.142,4.272,140
11.289,15.833,1.921,8.636,13.491,5.228,14.675,5.872,14.265,5.499,139
10.447,16.64,1.788,8.06,10.444,6.428,12.741,5.399,11.259,5.723,139
9.278,12.912,1.77,8.592,14.295,3.02,10.958,6.479,12.746,5.68,138
5.617,18.808,1.587,8.327,10.062,4.56,13.136,4.138,15.18,3.532,140
10.084,17.842,1.014,8.698,10.392,4.28,13.632,3.202,10.442,5.426,138
7.338,19.244,1.416,9.179,11.727,5.902,12.461,6.189,13.482,4.461,140
10.902,18.765,1.656,8.612,10.086,5.442,11.841,4.836,13.865,3.965,139
9.805,13.654,1.462,9.054,12.769,4.987,12.012,5.04,14.664,4.942,139
9.71,18.937,1.349,8.156,14.179,4.492,14.611,3.801,10.517,3.476,138
7.488,15.112,1.529,9.882,10.292,5.238,13.858,5.745,10.189,4.313,140
10.723,15.059,1.652,9.058,13.298,4.757,11.675,4.105,13.761,6.133,140
6.763,19.184,1.245,9.1,12.724,6.09,10.722,4.431,11.318,3.193,135
7.04,13.746,1.976,8.507,14.241,5.299,13.942,5.781,10.362,4.424,137
7.864,14.807,1.107,8.64,10.355,5.431,13.649,4.169,13.465,3.713,137
8.105,14.387,1.136,9.091,13.692,4.281,10.825,4.533,12.338,3.362,138
5.493,19.192,1.516,9.955,11.573,6.107,11.055,4.326,14.06,5.606,139
8.062,18.645,1.914,8.671,10.923,4.908,14.422,4.084,10.456,6.441,138
10.943,14.987,1.47,9.137,12.308,6.454,14.037,3.774,14.654,4.376,139
11.595,18.849,1.54,8.765,10.836,4.802,11.282,5.445,14.501,3.961,140
11.062,15.958,1.051,9.202,10.889,5.605,10.029,4.034,12.244,3.044,140
6.361,17.53,1.487,8.995,15.46,3.925,13.74,5.599,10.664,4.056,138
6.918,19.437,1.39,9.591,12.83,3.558,12.681,3.742,15.065,5.188,138
5.592,14.338,1.505,8.163,10.256,4.912,15.054,4.833,10.16,5.062,137
5.493,15.779,1.24,9.962,11.25,5.734,13.573,5.534,10.823,4.278,136
7.976,12.607,1.279,9.518,14.849,5.91,12.832,6.201,13.952,5.563,135
9.267,13.097,1.831,8.323,13.932,5.005,12.597,5.71,10.605,3.531,138
5.394,13.814,1.641,8.779,12.032,5.296,14.985,6.358,12.66,3.24,136
10.021,15.499,1.148,8.586,14.751,3.439,15.156,5.288,13.957,4.275,138
11.628,12.166,1.715,8.472,11.664,4.379,11.177,3.236,11.545,5.364,135
10.707,17.099,1.31,9.579,13.44,4.735,13.501,5.806,12.856,4.048,142
11.61,13.593,1.928,9.148,13.822,6.442,11.026,5.81,12.657,5.572,139
11.736,14.041,1.181,8.606,14.458,4.589,10.843,3.984,12.061,5.433,140
7.327,19.366,1.272,9.042,12.3,5.239,11.027,4.938,10.015,5.745,136
6.515,16.791,1.887,9.598,15.412,4.472,12.088,4.607,13.091,3.342,139
10.957,14.622,1.734,8.733,11.836,3.3,13.432,5.992,12.428,6.139,140
6.59,16.939,1.392,8.925,14.793,6.058,12.297,6.225,10.787,4.252,138
7.35,14.015,1.305,8.375,13.16,4.161,14.081,5.29,12.313,4.095,136
8.228,18.775,1.78,8.934,10.997,4.776,11.25,3.552,10.225,3.117,135
9.426,12.767,1.457,8.054,10.732,4.87,10.903,4.045,14.121,4.959,138
11.787,17.869,1.409,8.266,11.364,6.239,13.708,3.151,13.94,6.442,141
11.602,15.353,1.511,8.837,12.276,6.389,10.589,4.818,13.233,5.06,140
5.717,12.932,1.597,9.028,12.232,3.518,10.731,5.28,14.702,6.254,135
6.828,14.085,1.797,9.075,14.964,5.235,13.657,3.718,11.435,6.359,137
5.539,13.178,1.979,9.867,12.725,5.496,11.675,4.499,15.339,3.963,137
5.339,17.83,1.006,9.522,13.374,4.99,10.398,3.823,14.82,5.133,139
10.637,15.46,1.207,9.024,12.272,5.303,12.214,3.907,11.821,6.323,142
10.707,19.116,1.651,9.833,12.559,4.023,11.946,3.562,12.249,3.79,136
11.213,17.419,1.148,8.421,10.58,3.546,12.007,4.603,10.612,5.012,139
10.281,15.89,1.033,8.006,11.367,5.038,11.436,3.048,12.208,5.688,141
6.251,16.899,1.224,8.843,15.059,3.328,11.357,3.749,11.002,5.533,137
5.636,16.154,1.629,9.323,11.834,6.316,15.009,3.074,15.181,3.568,138
10.83,15.879,1.064,9.28,13.919,4.294,12.481,4.827,12.426,4.943,142
7.086,13.752,1.296,8.36,14.295,6.24,10.128,4.791,10.402,5.441,136
6.629,19.167,1.12,8.5,13.432,3.677,15.253,3.468,10.485,5.127,138
10.887,15.537,1.205,8.628,10.049,5.489,10.955,5.768,11.584,3.567,141
9.964,14.113,1.397,9.894,15.097,3.591,11.018,4.939,14.161,3.122,140
9.208,12.19,1.914,9.403,13.696,3.49,15.258,3.946,11.494,3.859,138
8.221,17.587,1.964,9.68,14.673,4.55,13.841,5.172,14.968,3.201,140
9.469,12.922,1.478,8.307,15.002,4.992,12.596,5.195,12.982,3.838,138
8.995,16.473,1.394,9.509,14.346,5.438,11.812,5.423,12.011,6.223,140
8.131,12.316,1.006,9.214,13.413,5.377,10.261,3.987,10.816,4.997,138
8.81,15.923,1.788,9.55,14.483,3.937,15.243,6.439,12.688,3.47,138
7.55,17.568,1.574,8.023,15.056,5.563,13.206,6.389,10.445,3.669,132
6.747,13.639,1.553,9.109,14.727,3.622,12.89,3.225,14.036,3.961,138
6.967,12.358,1.895,9.886,12.351,4.109,12.455,5.387,13.035,4.282,138
9.83,18.407,1.569,8.838,12.909,4.226,13.044,3.285,10.929,3.473,137
7.248,17.62,1.661,8.427,13.103,3.384,11.721,5.757,14.399,6.086,138
8.506,19.154,1.925,9.616,15.018,5.796,13.607,5.439,14.139,4.761,140
9.445,13.446,1.945,8.537,12.653,5.397,14.715,4.976,13.177,3.728,139
9.073,14.772,1.851,8.146,11.699,3.241,12.01,4.071,14.475,4.204,135
11.8,18.386,1.597,9.293,14.477,6.175,13.885,6.407,15.372,5.284,138
10.398,18.951,1.039,8.334,11.539,5.487,14.585,4.932,13.49,5.365,141
6.258,18.388,1.012,8.567,14.829,6.259,13.074,6.237,14.101,3.09,119
11.757,14.284,1.974,8.526,15.095,3.235,13.244,5.34,13,6.197,139
7.104,17.622,1.196,9.897,12.786,4.219,14.818,5.91,14.182,6.006,138
9.157,17.885,1.454,9.641,14.42,3.554,10.085,5.401,12.381,6.381,142
7.801,15.456,1.528,9.164,10.814,4.767,10.276,5.534,14.396,5.455,140
10.976,16.772,1.944,8.295,12.067,6.299,13.774,3.099,10.394,6.032,137
10.638,13.81,1.124,9.654,12.197,4.835,12.533,5.5,11.558,4.849,140
9.259,15.266,1.931,9.939,12.297,5.571,11.316,4.874,11.018,3.757,141
11.271,19.164,1.211,9.063,13.466,3.238,11.749,3.289,10.729,5.773,136
7.528,16.66,1.919,8.111,11.484,3.228,15.082,4.537,13.523,3.791,140
5.752,15.442,1.42,8.999,14.652,4.273,13.889,5.716,12.204,3.514,136
6.434,13.391,1.239,8.844,11.953,5.657,12.684,4.145,13.763,5.211,136
7.15,16.051,1.395,8.555,12.505,4.855,14.032,5.083,14.618,4.322,138
6.11,15.997,1.32,8.29,14.72,4.811,13.076,5.178,13.438,3.945,138
6.337,19.3,1.639,8.516,10.52,5.567,10.976,5.977,10.291,4.989,139
10.554,19.071,1.577,8.637,15.394,5.736,10.979,5.146,14.793,5.08,140
11.06,15.462,1.985,9.744,10.881,3.723,13.133,5.704,12.156,3.116,141
8.895,14.492,1.575,8.374,13.699,3.566,13.491,4.971,14.003,6.18,139
6.866,13.735,1.62,8.329,11.191,5.303,10.445,4.591,11.4,3.178,136
9.891,14.166,1.627,9.957,11.365,3.741,11.496,6.258,14.714,5.12,141
8.994,13.329,1.043,9.053,15.087,3.374,10.815,5.13,15.158,6.242,138
6.481,16.539,1.477,8.958,14.377,5.908,12.228,3.821,14.483,3.66,137
6.815,14.954,1.885,9.728,13.606,5.347,11.268,6.215,13.887,4.453,138
9.76,15.115,1.228,9.744,14.296,3.254,10.097,5.06,13.103,4.238,141
11.921,12.949,1.99,9.984,12.409,4.197,13.341,3.946,11.26,3.14,140
8.211,15.253,1.173,9.753,14.163,5.258,12.139,4.559,12.046,6.231,138
11.453,16.296,1.654,9.054,12.222,3.988,13.441,5.236,10.203,4.159,141
5.526,13.467,1.678,9.436,13.195,6.078,11.706,5.013,15.494,6.157,135
9.765,14.774,1.444,8.126,12.106,5.317,11.633,6.205,10.94,4.825,139
6.88,17.501,1.781,9.912,10.277,4.586,10.24,5.839,13.223,4.556,139
9.012,18.514,1.492,9.831,14.415,5.041,13.622,4.6,13.632,5.549,139
8.99,13.414,1.659,9.418,11.973,5.253,13.752,5.084,10.792,3.032,139
6.764,15.182,1.672,8.411,13.041,3.397,14.386,5.22,15.494,3.535,138
10.801,13.932,1.623,8.597,11.543,4.396,10.366,5.987,10.294,4.695,141
8.23,13.06,1.577,9.152,15.326,6.365,15.211,3.578,11.485,4.151,135
9.154,14.319,1.788,9.71,12.707,3.006,15.031,3.806,12.637,4.986,140
5.196,14.265,1.676,8.624,13.233,5.894,13.111,4.798,10.434,6.326,139
10.262,14.007,1.092,9.801,15.123,5.145,11.763,3.774,10.61,3.614,140
10.266,14.361,1.596,8.308,14.637,6.341,14.357,3.462,15.216,4.086,137
7.357,18.25,1.795,8.918,13.341,4.644,11.527,3.778,10.694,3.598,136
7.49,16.607,1.896,9.157,11.861,6.242,11.116,5.909,11.83,6.099,138
11.342,18.033,1.141,9.416,14.185,3.097,12.118,3.139,14.366,3.641,137
5.997,13.104,1.266,9.671,14.789,3.767,11.414,3.208,14.989,3.313,135
7.785,14.51,1.319,9.429,14.326,5.872,12.153,6.096,13.387,5.824,136
8.7,17.069,1.546,9.023,14.698,4.972,11.928,4.296,11.592,5.572,139
11.118,14.193,1.392,8.557,14.512,4.125,14.025,4.34,12.291,6.352,140
5.683,18.516,1.473,9.831,11.635,5.205,14.826,6.011,14.671,3.811,139
5.36,13.169,1.338,8.851,12.196,5.065,13.94,5.232,11.571,5.347,136
7.365,19.564,1.566,8.108,15.482,3.278,11.149,6.015,14.187,3.178,138
5.233,16.576,1.877,9.129,10.548,6.437,12.888,6.043,14.295,3.397,139
10.014,13.645,1.047,8.974,10.535,4.76,15.46,5.318,15.271,4.71,136
5.997,15.595,1.218,9.716,13.081,5.465,13.66,5.339,11.635,3.38,136
6.739,16.844,1.211,9.682,13.732,4.01,13.754,4.921,10.789,3.91,136
6.851,16.211,1.403,9.649,14.378,4.748,10.268,4.359,10.042,6.264,140
6.521,15.642,1.154,8.518,12.88,6.294,13.86,6.279,12.811,6.343,130
9.25,17.985,1.389,9.42,11.156,3.82,11.885,5.505,11.552,5.395,138
6.395,19.281,1.252,9.154,13.988,6.112,10.816,6.09,11.877,6.099,139
6.976,13.095,1.536,9.316,11.148,5.388,14.154,6.302,15.463,6.483,136
5.375,17.041,1.316,8.992,11.565,4.082,12.456,5.637,10.637,4.25,138
9.312,15.895,1.646,8.419,14.536,3.959,14.985,6.43,13.357,4.293,139
5.206,12.641,1.811,9.084,12.003,6.495,14.687,4.169,11.757,6.134,138
9.153,17.229,1.219,8.331,11.426,3.348,15.188,5.199,12.71,6.258,137
9.553,16.041,1.057,8.174,11.888,5.905,11.2,3.553,13.167,4.611,139
7.41,17.775,1.075,8.677,14.094,6.309,13.066,3.56,11.571,6.01,140
8.702,12.876,1.816,8.437,11.863,5.849,15.094,4.18,11.537,3.612,138
5.544,18.643,1.005,8.466,13.491,5.259,10.313,5.532,14.542,4.051,138
10.382,15.789,1.169,9.469,11.895,4.078,12.142,5.37,12.078,5.121,142
7.567,19.496,1.602,8.356,10.732,4.844,10.839,5.137,12.553,3.066,137
5.796,17.898,1.086,8.094,13.551,4.386,10.193,4.244,12.525,3.432,134
6.375,14.432,1.927,9.89,13.071,3.816,13.369,6.212,11.151,5.091,140
8.454,16.658,1.609,8.547,13.659,6.416,10.942,6.314,14.425,4.297,140
9.731,19.884,1.173,8.77,13.078,5.473,12.435,5.204,13.301,4.542,137
5.897,16.361,1.035,8.606,14.94,5.032,13.545,3.258,13.072,4.324,136
10.762,12.786,1.979,8.23,11.011,5.131,14.12,5.303,13.927,4.324,139
10.922,17.53,1.021,8.219,10.494,4.64,13.825,4.634,13.708,4.23,141
7.296,13.25,1.549,9.569,11.124,6.368,15.151,6.038,11.18,3.507,135
10.382,13.446,1.007,8.205,11.731,3.044,15.04,5.498,14.354,5.316,139
9.907,14.019,1.234,9.901,13.378,4.032,12.222,5.171,14.66,4.808,140
5.167,18.076,1.873,9.577,10.614,6.217,13.966,4.676,13.864,3.267,139
