tr1,br1,d1,t2,xr1,yr1,xr2,yr2,xr3,yr3,EAB
11.414,13.57,1.792,9.267,15.042,3.206,15.013,3.901,14.336,3.515,140
10.194,18.91,1.52,9.519,10.498,4.495,12.782,3.954,13.636,5.911,137
9.202,12.705,1.842,9.274,12.519,5.631,15.338,4.41,10.954,3.535,139
7.527,17.925,1.76,8.424,14.777,5.578,12.753,6.352,11.536,6.19,141
9.857,15.251,1.303,8.736,14.61,3.499,12.465,4.001,14.253,3.05,140
8.979,15.329,1.819,9.689,11.923,5.573,12.408,4.982,12.919,6.2,141
8.186,17.502,1.131,9.515,12.019,4.733,12.596,3.941,14.219,6.136,140
6.863,15.997,1.423,8.625,13.109,5.938,10.206,4.858,14.614,6.148,138
6.52,19.273,1.971,9.296,13.798,5.994,12.503,6.349,11.647,6.428,140
8.934,13.672,1.795,9.645,14.27,3.45,15.376,5.012,11.465,4.706,139
6.368,17.497,1.681,9.692,14.16,5.721,10.249,6.432,11.438,5.611,139
5.337,13.288,1.406,9.002,12.682,6.239,11.495,3.702,10.935,4.807,136
9.553,15.349,1.034,9.26,12.284,3.504,14.317,5.23,12.684,3.038,140
10.759,19.445,1.42,9.352,14.059,4.94,10.709,5.6,10.908,5.712,137
10.663,13.127,1.267,9.492,13.101,4.281,13.524,6.244,14.267,4.715,139
11.389,15.266,1.755,8.683,14.516,5.804,13.805,5.697,10.284,5.974,137
8.161,15.15,1.617,8.836,11.283,5.587,10.328,3.04,13.48,3.642,139
6.77,15.897,1.135,9.199,10.52,3.387,13.15,3.386,14.732,5.146,139
9.005,18.926,1.508,8.819,12.931,3.834,13.88,5.2,10.872,4.232,138
11.145,12.905,1.078,8.693,10.185,3.178,13.199,3.992,13.701,4.346,138
5.115,12.831,1.543,9.327,14.688,4.878,12.936,4.722,15.334,4.302,135
8.382,13.802,1.186,8.002,11.019,3.275,13.084,5.202,12.061,4.045,138
8.537,12.553,1.97,9.111,11.273,4.827,11.985,3.737,13.131,3.869,138
5.083,16.972,1.684,9.081,10.976,3.462,14.002,6.147,15.477,6.184,137
11.639,18.562,1.751,8.572,11.649,3.351,13.206,5.639,10.392,3.232,139
7.96,14.237,1.578,9.269,12.437,3.3,12.392,5.119,14.37,4.963,139
8.192,12.825,1.916,8.905,13.835,4.965,11.111,3.001,13.77,3.578,138
7.077,13.305,1.359,8.311,14.473,5.098,14.132,6.146,14.089,4.946,136
11.674,13.063,1.35,8.641,12.08,4.018,14.487,4.383,14.763,4.095,139
8.054,12.369,1.658,9.699,13.481,4.36,14.248,3.927,13.139,5.307,138
10.64,14.747,1.66,9.668,13.886,3.383,13.984,3.877,12.942,5.323,141
5.817,15.092,1.752,8.887,13.095,4.583,10.358,5.846,10.078,6.344,139
7.511,15.132,1.294,9.785,14.117,3.07,14.478,5.526,11.555,5.735,138
6.002,18.232,1.325,9.948,13.928,3.995,10.849,4.557,12.45,5.121,135
10.611,13.543,1.558,9.857,13.681,5.253,12.055,6.451,15.243,4.777,137
7.596,12.158,1.404,9.24,11.557,5.123,12.506,5.372,12.854,4.84,137
6.807,14.179,1.685,8.625,13.505,3.451,12.724,5.305,12.865,6.347,138
10.91,14.509,1.858,9.631,11.814,5.259,13.091,4.438,10.011,4.804,141
8.594,13.688,1.624,9.245,10.814,5.829,11.226,6.42,13.655,4.464,139
6.484,17.24,1.384,9.86,14.777,4.727,11.596,4.437,12.445,6.085,140
6.966,15.753,1.694,8.604,10.918,4.375,10.549,5.742,15.194,4.586,139
9.01,19.314,1.373,8.584,15.054,5.028,12.167,5.79,14.624,3.257,141
7.914,14.941,1.765,9.491,10.017,6.426,11.497,5.929,15.443,6.335,138
7.87,17.275,1.565,9.679,13.716,5.736,11.916,4.107,15.185,4.29,138
11.907,16.077,1.118,8.677,11.734,5.274,14.434,4.707,13.307,4.606,140
10.387,13.973,1.909,8.367,12.506,3.753,10.621,5.358,12.092,3.484,137
9.18,15.373,1.646,8.959,10.89,6.347,12.059,3.853,10.977,4.781,140
7.375,13.673,1.515,8.703,13.159,3.785,11.54,5.505,11.337,5.537,139
11.197,17.58,1.549,8.257,12.724,3.189,15.321,3.915,12.026,4.053,141
9.088,15.806,1.131,8.026,14.468,5.14,12.825,5.583,11.556,4.615,138
9.107,15.4,1.176,9.788,10.071,5.733,14.328,4.015,11.997,4.582,141
9.153,15.607,1.018,8.895,13.431,5.214,13.775,5.448,12.149,6.027,138
5.562,13.423,1.18,8.415,14.202,4.592,15.369,3.365,13.965,3.473,133
10.599,15.905,1.664,8.101,14.11,5.777,13.401,5.206,12.779,4.873,139
10.718,14.814,1.627,9.213,12.345,5.361,11.905,6.337,10.813,4.3,140
6.551,18.288,1.216,9.307,12.049,6.407,14.552,3.022,13.357,5.765,139
8.778,13.035,1.23,9.319,13.591,6.156,14.133,3.208,10.698,5.678,139
7.704,13.92,1.05,8.88,12.854,6.195,11.077,4.319,15.362,4.984,135
9.917,18.815,1.363,9.134,12.187,3.38,11.487,5.433,14.445,4.601,139
9.158,14.247,1.382,9.468,14.319,5.07,15.253,3.096,11.62,5.185,140
11.928,12.645,1.993,9.933,13.444,3.952,14.69,6.059,10.364,5.038,140
9.714,13.838,1.329,8.909,10.678,4.862,14.983,6.339,14.894,5.01,137
7.439,13.039,1.213,9.942,11.746,6.475,13.203,3.638,10.699,3.022,137
11.22,13.621,1.315,9.008,14.362,4.95,11.471,6.274,13.39,5.709,139
8.042,14.807,1.512,9.961,10.892,3.087,11.198,5.748,13.719,5.213,140
6.069,12.762,1.247,9.753,10.866,3.122,10.384,6.435,13.549,5.138,137
11.173,19.595,1.452,8.579,14.763,6.476,10.897,3.479,14.678,3.17,138
6.432,17.428,1.354,9.547,12.579,3.487,12.715,6.286,14.225,3.744,138
7.105,16.939,1.888,8.045,12.533,3.284,12.898,4.502,10.112,5.823,138
11.326,14.696,1.089,8.997,11.696,3.566,10.348,4.883,12.113,3.387,141
7.863,18.091,1.419,8.869,12.93,6.406,12.343,4.071,14.238,3.363,139
7.11,15.851,1.027,8.829,14.56,4.408,10.546,5.308,14.536,6.119,137
6.448,16.849,1.194,8.205,14.259,5.892,11.041,6.069,15.408,3.557,132
9.507,13.324,1.132,9.508,12.56,5.345,11.856,3.359,10.95,4.271,138
9.178,19.667,1.752,8.081,14.187,4.96,13.4,4.966,12.373,3.201,139
11.731,19.521,1.323,9.099,11.422,6.254,10.657,5.232,11.274,3.961,135
7.509,19.267,1.036,8.539,12.018,3.838,15.274,5.782,14.341,4.215,129
7.833,15.793,1.733,8.945,12.526,3.416,10.344,5.176,14.409,3.385,140
11.169,14.028,1.254,9.752,13.947,5.927,14.104,3.431,12.543,3.588,141
11.849,19.796,1.578,9.739,13.09,5.352,13.38,6.363,15.052,6.497,129
8.965,19.379,1.724,8.167,10.517,3.518,10.936,5.549,10.818,3.693,137
10.832,19.493,1.029,9.512,12.336,5.728,12.189,5.448,11.164,3.936,135
7.085,13.472,1.379,8.758,13.776,3.547,10.697,6.161,12.936,3.674,137
10.393,14.043,1.003,8.152,13.511,6.21,14.145,3.059,10.204,5.313,138
11.251,19.355,1.072,8.426,13.36,5.121,13.318,4.798,10.143,4.403,136
5.812,13.836,1.276,9.968,14.342,5.346,12.124,6.202,12.991,5.712,136
11.576,17.925,1.347,8.633,10.492,3.303,13.093,6.437,15.17,5.25,139
9.332,15.917,1.825,8.894,14.315,4.369,12.862,4.31,11.787,5.529,140
11.441,13.883,1.827,8.314,11.125,4.39,15.343,5.844,10.188,4.129,139
8.725,15.043,1.802,9.885,14.876,5.508,12.6,3.923,14.49,4.982,138
5.269,12.968,1.881,9.139,10.715,4.659,10.784,3.717,14.433,3.574,135
8.718,18.646,1.056,9.056,13.4,4.674,10.252,5.745,10.512,4.931,137
9.512,16.697,1.717,8.188,11.373,5.331,10.187,5.701,12.505,6.321,138
9.39,13.92,1.59,8.155,11.065,3.129,13.579,5.533,11.235,5.342,139
9.714,16.872,1.57,8.089,10.347,5.225,13.682,6.165,15.057,3.129,140
10.105,15.311,1.887,9.896,13.463,4.997,13.107,4.09,14.621,5.025,140
11.98,16.11,1.128,9.707,11.607,5.344,11.845,5.829,14.868,6.33,139
5.105,12.641,1.484,9.75,11.076,4.231,11.266,6.313,10.368,4.491,136
5.708,16.627,1.86,9.414,10.491,5.368,13.894,5.617,11.032,5.833,140
10.339,12.126,1.713,8.725,11.968,4.887,15.494,5.053,12.695,5.04,137
11.913,19.548,1.405,8.03,14.156,5.303,13.126,4.824,12.753,6.077,136
10.623,14.531,1.023,8.726,14.804,4.821,11.281,3.26,11.628,5.95,140
9.999,16.975,1.665,9.485,14.814,6.253,11.444,5.486,13.96,3.167,138
6.731,18.72,1.769,9.035,11.052,4.165,10.893,3.651,11.402,3.359,135
8.317,19.077,1.777,8.259,11.499,6.067,13.089,5.534,15.262,4.661,141
9.509,14.844,1.896,9.485,14.491,3.696,12.262,5.383,13.817,3.215,140
9.353,18.439,1.604,9.682,13.833,4.829,10.426,3.606,12.94,3.763,136
6.597,15.419,1.406,8.888,14.361,5.45,13.271,3.473,10.685,6.395,139
8.896,13.935,1.909,8.132,13.535,5.437,14.915,5.127,14.981,3.4,137
7.87,16.547,1.027,8.28,15.291,5.196,14.917,5.936,13.703,6.35,128
11.011,12.356,1.867,9.216,11.156,3.248,13.094,3.507,14.895,5.407,139
6.174,17.526,1.983,9.544,10.837,3.128,10.099,4.884,15.382,6.401,123
9.192,18.064,1.075,8.976,12.278,6.036,10.719,3.082,10.77,4.32,137
8.462,15.099,1.278,8.974,15.266,4.886,12.498,4.082,13.867,6.016,138
6.506,16.907,1.703,8.201,14.647,4.721,11.892,5.135,11.337,5.998,137
8.917,12.602,1.387,8.344,11.427,4.257,12.3,4.16,11.788,5.217,138
11.094,12.645,1.963,8.895,10.499,6.142,13.799,6.13,11.998,5.569,138
10.167,16.236,1.783,9.045,10.821,3.682,12.229,6.009,11.975,4.436,141
9.867,18.151,1.532,8.968,14.535,6.315,12.421,3.004,14.568,4.43,139
6.166,18.749,1.178,9.846,12.243,4.407,14.141,3.565,13.656,3.458,133
10.727,19.62,1.098,8.216,15.303,4.95,11.817,5.625,13.214,4.279,133
11.854,14.745,1.908,9.85,11.079,4.909,10.656,5.471,10.002,4.801,141
9.191,16.051,1.682,9.642,14.458,6.183,10.345,5.791,14.818,5.425,137
11.185,15.89,1.357,9.205,10.651,5.938,11.557,4.366,12.625,4.135,142
11.712,16.234,1.892,9.191,13.139,4.771,11.429,4.354,10.755,3.356,141
6.604,14.255,1.826,9.127,11.688,4.8,10.949,3.266,10.38,4.613,137
6.593,15.512,1.758,9.958,10.946,4.235,10.231,3.861,12.321,3.792,137
6.587,14.052,1.761,9.807,13.802,5.222,12.913,3.785,14.6,6.214,139
7.801,18.557,1.322,9.932,14.254,3.174,14.838,5.286,11.788,4.718,136
8.318,16.01,1.732,9.755,10.573,4.433,10.629,6.166,10.096,3.461,138
6.533,18.406,1.622,9.334,14.842,3.249,14.826,3.739,14.329,4.129,139
8.119,18.643,1.086,9.151,12.098,4.793,14.71,6.383,13.561,5.619,139
11.894,14.022,1.231,8.617,12.582,3.059,10.799,4.255,13.792,6.461,141
5.698,16.655,1.669,8.761,10.62,4.602,14.739,5.264,14.714,4.241,137
8.508,16.608,1.013,9.19,10.158,3.408,12.28,3.509,13.563,5.963,141
6.838,12.738,1.525,8.983,11.094,4.937,13.72,4.394,12.808,3.662,137
5.421,14.952,1.25,9.926,15.067,5.674,13.049,4.088,14.985,3.968,136
11.6,15.014,1.987,8.581,14.798,4.627,13.955,3.776,11.849,4.307,139
11.132,18.024,1.784,9.517,15.369,4.29,10.795,3.66,14.102,3.324,139
6.646,12.358,1.045,9.678,11.846,6.228,11.562,3.98,11.15,5.419,137
11.105,17.095,1.354,9.742,13.931,4.061,14.184,4.663,11.671,5.451,140
11.768,19.875,1.427,8.562,13.721,5.106,10.126,3.269,14.067,4.567,137
6.587,17.624,1.761,9.701,10.648,3.785,10.717,4.363,11.21,5.763,137
10.216,18.751,1.273,8.873,11.182,5.49,11.718,6.437,14.528,4.543,139
9.101,15.151,1.033,8.095,11.871,4.95,14.466,3.903,10.043,5.94,137
8.936,18.766,1.824,8.726,15.146,4.096,12.26,4.336,11.727,5.009,141
7.439,17.471,1.237,9.591,11.534,4.451,13.069,3.187,13.097,3.796,136
9.279,19.675,1.024,8.349,10.926,6.199,14.482,3.835,12.572,3.505,137
11.503,19.306,1.097,8.357,12.203,5.585,10.075,6.219,13.912,3.696,137
8.311,19.744,1.445,9.774,10.907,4.238,13.941,4.197,11.763,4.169,136
7.845,15.757,1.082,8.817,14.042,6.31,15.014,3.756,11.123,4.8,137
7.292,15.675,1.441,9.166,14.048,4.834,15.35,3.091,13.603,6.287,138
8.237,16.763,1.1,8.688,12.43,5.983,12.291,3.378,10.377,3.072,136
7.428,14.168,1.939,9.342,13.29,6.319,12.69,5.249,13.898,6.033,137
5.125,12.829,1.481,8.366,14.703,3.583,14.262,3.84,13.935,6.334,135
11.487,15.372,1.764,9.043,13.258,5.644,12.347,4.982,11.565,4.5,140
8.315,14.272,1.387,9.728,12.265,4.139,15.119,4.815,13.933,3.808,140
11.378,12.485,1.923,8.517,12.343,3.265,10.757,3.046,12.298,6.385,129
11.71,18.224,1.301,8.396,12.051,6.355,11.411,4.883,13.544,4.908,140
8.281,15.735,1.727,9.993,10.535,4.375,11.288,4.6,11.403,5.947,141
8.479,17.663,1.777,8.547,14.074,5.663,10.35,5.381,15.017,4.76,140
10.418,17.01,1.189,8.584,13.621,6.085,13.853,6.221,11.667,4.079,140
8.466,18.697,1.075,8.312,11.541,3.188,10.224,4.47,15.339,5.176,139
6.075,15.37,1.575,8.205,12.591,3.92,12.48,6.237,13.868,4.12,138
8.209,12.375,1.859,8.839,10.271,5.859,11.557,6.028,14.489,4.575,139
10.947,19.708,1.536,8.044,13.378,3.735,11.324,4.34,13.775,5.759,141
7.396,19.255,1.615,9.082,11.907,4.659,10.349,3.233,11.036,5.084,136
5.419,12.796,1.712,8.176,13.28,5.909,11.863,3.716,14.768,4.137,135
8.11,16.991,1.919,9.366,12.642,3.733,10.031,3.434,12.05,6.297,135
7.864,16.974,1.226,9.862,10.184,3.934,14.754,6.199,12.921,3.015,140
6.709,13.188,1.255,9.81,11.457,3.35,14.472,5.19,10.069,5.939,138
8.557,13.73,1.966,9.096,12.436,6.244,11.084,3.148,13.155,3.612,139
5.674,17.765,1.491,8.652,13.604,5.951,11.158,4.56,14.605,4.906,139
10.298,17.416,1.066,8.983,14.488,4.412,12.011,5.059,11.343,5.972,139
6.277,17.097,1.711,8.554,12.304,4.263,11.408,4.528,13.917,5.426,137
5.341,15.365,1.488,9.479,10.654,5.059,14.51,4.137,11.944,5.47,138
9.417,16.155,1.53,9.934,11.415,3.223,13.722,3.152,15.052,3.311,137
8.713,18.634,1.116,8.087,12.116,3.092,12.731,3.81,10.556,3.821,135
6.452,18.93,1.568,9.4,11.538,3.179,12.132,4.315,10.363,5.058,136
5.53,15.653,1.267,8.046,13.008,3.129,13.181,5.92,10.976,3.192,137
8.39,13.355,1.219,8.349,11.306,3.129,14.661,5.673,13.017,4.26,138
9.39,17.002,1.021,9.595,13.709,5.217,14.737,5.584,11.635,6.284,138
11.268,15.01,1.397,9.777,12.332,3.952,12.246,4.161,15.2,4.068,141
5.451,15.587,1.28,8.858,14.2,5.711,10.699,3.441,14.518,4.998,136
9.068,19.827,1.389,8.387,13.56,3.887,11.746,5.18,11.526,6.204,138
10.278,18.451,1.967,9.928,14.088,6.409,12.396,4.796,13.426,5.021,138
8.017,16.069,1.49,8.033,10.988,4.742,12.879,5.803,12.868,4.23,139
8.05,14.481,1.257,8.699,14.66,5.821,14.052,4.864,14.692,5.977,137
6.608,17.827,1.571,9.583,10.522,3.55,15.209,4.63,11.609,3.088,134
9.233,18.249,1.264,8.016,10.076,4.165,13.915,3.129,14.205,5.469,140
7.195,14.274,1.226,9.251,14.917,5.686,12.035,5.136,10.53,4.624,137
5.302,14.251,1.076,8.708,12.567,6.454,11.378,4.026,11.357,6.143,136
9.489,12.943,1.674,8.462,14.558,6.146,13.3,5.631,10.345,5.586,137
9.613,13.781,1.552,8.055,10.736,6.295,12.572,4.952,11.269,3.124,138
9.826,15.265,1.056,9.32,14.563,3.004,10.368,5.684,13.086,3.84,140
7.009,16.697,1.785,8.265,10.323,4.737,13.67,5.825,13.412,4.433,139
5.521,14.624,1.285,8.733,12.435,3.754,12.788,4.628,13.349,3.27,135
9.267,18.331,1.635,8.514,12.561,4.797,10.887,6.18,14.965,5.753,141
7.168,15.181,1.119,9.259,13.756,4.544,14.9,4.499,12.622,6.116,137
10.966,13.784,1.245,9.118,13.452,4.519,11.908,3.046,10.548,3.642,139
9.234,17.709,1.592,9.74,11.152,4.519,11.393,3.523,12.184,4.217,137
7.885,19.866,1.936,9.394,11.1,6.163,15.228,4.567,11.155,3.556,137
5.777,18.695,1.48,9.782,14.011,3.766,13.176,3.007,14.303,3.41,134
5.506,18.924,1.399,9.772,10.944,4.902,14.641,6.125,14.432,5.3,138
8.639,16.959,1.939,9.149,10.202,5.1,12.164,3.24,14.727,5.053,139
11.733,12.813,1.58,9.734,10.511,6.127,11.858,3.436,15.123,6.252,140
7.963,18.04,1.991,8.122,13.257,3.159,11.355,4.282,10.696,3.419,134
11.413,19.255,1.168,8.118,14.035,3.21,11.998,3.35,15.331,4.979,139
7.364,14.592,1.998,9.902,10.275,5.562,13.784,4.718,12.958,3.438,139
7.753,14.843,1.1,9.372,14.566,3.357,12.417,5.355,13.416,3.607,139
10.614,13.049,1.784,9.101,13.51,3.101,15.239,3.77,14.534,5.528,139
9.223,16.926,1.97,8.315,10.421,5.389,14.64,5.5,13.672,5.541,139
8.168,12.808,1.572,9.404,14.395,3.702,15.322,3.351,14.695,3.986,137
5.05,12.65,1.771,8.95,10.083,3.071,14.841,6.24,13.621,3.407,135
8.391,16.176,1.378,8.446,15.476,5.153,14.741,4.937,12.417,5.197,138
10.884,15.374,1.861,9.927,15.416,5.349,13.648,3.42,11.04,6.325,139
7.822,15.327,1.022,8.975,10.495,3.81,13.417,4.857,12.763,3.617,139
10.741,12.736,1.565,8.173,14.299,3.6,11.718,3.9,15.086,3.358,138
8.309,18.535,1.422,8.367,11.102,5.291,10.288,3.864,15.454,5.79,140
9.804,14.608,1.313,9.302,11.041,3.25,15.349,3.036,10.114,3.27,137
10.38,13.914,1.313,9.543,12.435,4.871,13.901,3.093,12.601,5.36,140
10.19,13.188,1.734,8.317,10.183,4.387,13.087,3.521,10.57,5.428,136
6.677,12.928,1.057,9.37,12.552,5.078,15.164,5.775,14.334,6.338,134
5.267,15.49,1.599,9.207,15.054,3.209,13.582,4.805,12.54,3.475,138
9.805,15.915,1.695,9.586,10.948,3.208,13.86,3.799,13.809,4.579,142
7.613,16.463,1.019,8.984,11.681,3.923,12.166,6.086,13.339,6.126,138
5.432,17.876,1.904,8.331,13.134,5.767,11.788,3.504,14.842,3.737,138
10.225,17.015,1.819,8.711,10.418,4.462,14.895,4.606,14.739,5.197,140
11.991,16.784,1.002,9.334,10.532,6.05,14.633,3.286,11.628,3.646,141
8.054,19.165,1.476,9.115,11.404,5.117,15.027,4.231,10.691,4.723,138
11.831,14.652,1.677,8.819,12.149,6.352,10.432,5.401,10.812,5.893,141
7.469,14.593,1.541,9.314,10.204,3.452,12.188,5.562,12.661,6.286,139
5.142,13.621,1.575,9.207,14.776,3.553,10.744,6.058,12.862,6.047,139
10.747,18.83,1.94,8.244,14.249,3.609,13.196,3.042,14.427,4.899,136
7.528,13.311,1.422,9.657,10.194,5.544,12.375,4.172,10.012,3.291,135
8.171,15.332,1.073,9.335,10.432,3.359,11.286,5.809,15.464,6.06,138
11.538,19.693,1.818,8.518,15.122,4.247,15.28,4.374,11.232,3.929,138
6.843,13.706,1.103,8.006,13.963,4.517,14.707,6.283,10.252,6.342,131
6.025,15.72,1.379,9.754,13.389,4.197,14.993,5.657,13.974,4.015,136
9.798,14.315,1.356,8.541,12.354,3.068,11.454,4.193,13.141,4.114,139
10.668,15.977,1.368,8.41,10.567,4.429,11.697,3.742,10.176,4.58,141
9.514,19.534,1.224,9.898,11.635,4.624,12.577,3.072,15.117,3.772,135
9.492,19.593,1.473,9.166,13.549,4.66,14.793,5.55,12.256,6.194,141
7.412,19.886,1.485,9.033,15.165,4.071,11.348,6.41,13.58,3.067,137
6.747,15.68,1.901,9.058,14.303,3.483,13.573,3.361,10.578,4.849,137
11.438,15.329,1.454,9.281,10.139,3.001,11.73,3.984,11.501,3.911,141
11.971,15.519,1.425,8.421,10.292,3.576,13.872,5.051,13.14,5.894,139
9.33,15.927,1.85,8.375,12.164,3.811,12.906,3.581,11.56,4.751,137
9.598,17.779,1.556,9.112,14.29,5.648,12.287,4.988,12.938,4.508,140
9.649,18.163,1.805,9.645,12,5.063,15.351,4.099,11.626,4.386,140
6.944,16.993,1.489,8.089,14.582,6.112,13.331,5.961,11.776,5.444,135
8.176,13.144,1.911,8.981,12.338,3.461,12.168,3.769,10.69,3.33,137
5.915,17.549,1.983,9.391,14.274,4.719,10.647,4.752,11.98,6.038,138
6.772,14.944,1.719,9.109,15.209,6.073,14.685,5.98,15.11,4.572,136
6.289,19.451,1.82,8.6,11.713,5.631,10.109,6.205,11.257,4.697,141
5.289,13.343,1.587,9.744,10.4,5.638,10.046,4.428,10.278,3.363,136
11.903,18.092,1.022,8.83,12.234,4.183,10.451,6.401,11.197,4.371,138
9.625,15.198,1.286,9.186,12.472,3.076,15.268,4.598,14.062,6.367,139
7.601,16.296,1.457,8.318,10.229,5.796,13.764,6.305,14.129,3.233,138
11.525,14.714,1.279,9.921,15.249,5.563,10.022,3.79,12.145,3.302,141
11.283,18.872,1.004,8.675,15.273,6.298,14.48,3.487,13.335,5.054,141
11.205,16.849,1.067,9.787,10.388,3.77,11.595,4.186,12.608,4.917,137
7.89,15.934,1.938,9.858,11.78,4.619,11.694,5.782,11.846,3.001,139
10.419,18.113,1.515,9.267,10.377,3.645,13.789,5.694,14.372,3.928,140
9.685,13.243,1.674,8.928,13.943,5.107,15.441,3.992,14.309,4.358,137
5.034,13.005,1.559,8.478,13.584,4.318,14.729,4.037,11.361,4.261,135
7.658,19.802,1.543,8.657,11.919,3.442,14.786,3.497,10.656,4.387,136
9.73,18.344,1.215,8.413,11.211,4.519,14.822,3.848,13.985,3.22,139
9.407,18.983,1.745,9.043,15.011,4.386,10.332,6.382,11.564,4.824,138
10.901,15.734,1.271,9.992,12.264,6.096,11.846,5.731,11.821,5.43,142
5.345,17.402,1.149,9.796,15.331,5.853,13.01,5.431,11.431,6.236,138
6.361,12.434,1.592,9.504,10.391,6.006,11.9,5.032,13.077,5.672,138
9.553,13.825,1.072,8.868,11.658,4.533,12.758,4.113,10.369,3.242,138
6.956,16.847,1.434,9.981,11.714,4.878,11.717,3.31,13.221,5.471,138
10.157,14.33,1.724,9.068,10.507,3.051,11.449,4.903,14.926,6.299,141
11.648,16.922,1.667,9.08,14.489,6.019,15.048,3.734,11.871,4.036,139
10.541,15.986,1.45,9.846,12.116,3.901,13.678,4.562,11.548,3.576,140
6.201,13.68,1.332,9.03,10.235,4.959,11.128,5.386,12.806,3.92,137
10.262,13.306,1.439,8.3,13.849,5.135,14.765,5.222,13.984,5.621,138
11.03,14.137,1.414,9.208,12.661,6.408,10.933,6.228,10.717,3.51,141
8.995,13.7,1.047,8.458,11.249,4.05,11.589,6.399,13.652,5.819,139
11.336,19.873,1.259,8.909,13.518,5.718,14.238,5.181,15.046,6.199,138
8.366,12.209,1.405,8.922,12.717,6.338,15.102,4.28,11.171,6.37,137
5.092,19.479,1.53,8.865,14.739,3.234,14.186,6.087,10.027,4.359,139
11.003,15.748,1.449,9.914,15.063,4.958,13.149,5.402,13.064,5.784,139
8.998,13.156,1.104,9.085,13.952,6.112,11.373,3.512,11.293,6.463,140
5.661,19.108,1.04,9.791,10.906,3.197,10.932,4.082,12.355,3.098,135
5.984,13.7,1.831,9.572,10.261,5.491,12.168,5.636,13.649,5.977,140
7.756,14.991,1.336,8.105,13.658,4.156,15.243,4.201,13.048,5.843,137
10.361,12.125,1.551,9.479,11.872,6.113,10.76,4.214,12.376,5.877,139
11.152,12.29,1.052,9.254,11.575,6.161,12.828,3.211,12.721,5.945,139
10.211,12.185,1.271,9.275,13.441,5.257,12.168,6.337,13.676,4.388,140
11.557,16.901,1.786,9.794,12.617,3.304,12.471,4.964,14.226,5.094,140
5.116,18.026,1.92,9.471,12.748,5.085,13.192,6.49,13.121,3.334,139
6.352,13.292,1.054,9.476,14.594,6.135,14.186,3.734,13.716,4.774,134
10.804,15.236,1.583,8.48,12.565,4.285,15.045,3.119,11.697,4.174,140
5.211,13.09,1.197,9.064,12.832,4.705,13.594,6.025,14.001,3.968,134
10.831,13.534,1.617,9.163,11.306,4.088,12.145,4.715,15.329,4.11,140
5.358,16.935,1.807,9.005,11.848,4.465,14.878,4.544,10.447,3.751,139
6.862,15.35,1.555,8.635,10.842,6.038,14.305,3.638,10.478,6.356,139
7.785,19.844,1.842,8.009,10.268,4.755,11.898,5.935,14.918,5.774,137
7.677,18.54,1.218,8.881,12.084,5.129,13.812,6.162,10.173,4.451,140
7.302,18.352,1.076,9.597,13.465,4.853,15.342,5.636,15.496,3.856,138
10.468,13.502,1.918,8.76,10.178,4.648,15.109,5.982,14.59,3.699,138
11.743,13.654,1.041,9.686,10.163,5.335,14.012,4.47,14.449,4.682,141
10.537,18.924,1.178,8.938,14.941,3.851,11.093,3.672,13.54,4.611,137
9.174,17.023,1.123,9.28,11.484,5.719,14.114,5.829,14.694,3.334,139
8.986,12.426,1.869,8.335,14.892,5.826,12.731,4.807,12.466,4.462,137
8.461,19.743,1.963,9.304,11.669,4.633,11.652,4.061,14.736,5.642,139
5.484,16.342,1.162,9.636,14.98,3.649,10.512,4.765,11.316,4.808,135
9.02,13.801,1.819,9.68,12.968,3.493,14.292,4.416,14.316,5.588,141
8.724,18.895,1.217,8.428,11.376,6.2,12.941,4.914,11.4,4.084,138
11.113,17.604,1.053,9.672,12.425,5.912,11.806,4.667,13.754,6.245,140
9.637,15.007,1,9.531,11.431,5.737,13.075,5.184,12.594,5.138,141
6.518,16.949,1.383,9.59,10.544,3.349,11.444,3.258,14.722,6.498,140
5.983,15.004,1.148,9.082,11.678,4.6,11.834,3.762,15.485,6.309,137
11.93,15.525,1.081,8.896,11.074,5.706,15.361,6.089,10.923,3.51,139
9.392,17.466,1.272,9.936,14.456,3.143,15.064,4.875,12.838,5.912,141
7.924,17.167,1.743,8.788,11.389,5.875,12.444,5.81,14.931,3.191,138
11.468,18.452,1.623,8.945,12.543,3.266,12.095,5.921,12.48,6.24,140
6.839,14.127,1.818,8.32,13.211,3.463,10.157,3.713,10.648,4.627,133
8.027,13.386,1.512,9.678,11.398,3.143,12.272,3.408,15.466,4.935,139
7.404,19.624,1.527,8.11,14.646,4.68,13.758,6.095,15.139,3.239,133
9.087,15.819,1.397,9.151,12.867,6.012,15.198,6.458,13.628,5.344,137
10.476,18.888,1.341,8.725,13.275,4.621,11.495,5.701,12.807,3.117,136
7.684,17.334,1.043,8.11,13.468,4.638,13.169,6.337,12.885,5.724,132
7.721,12.992,1.675,9.769,14.285,5.438,10.655,6.1,11.664,6.298,139
10.116,16.851,1.663,9.459,12.611,6.309,11.543,6.267,14.399,5.885,138
5.571,13.679,1.949,8.773,12.871,3.118,12.56,5.11,12.165,4.447,137
9.72,19.557,1.434,8.365,12.366,3.962,11.513,3.99,14.957,5.163,139
10.322,19.473,1.676,9.924,10.896,3.372,15.367,5.624,11.842,3.687,135
6.743,13.742,1.32,8.63,15.138,3.821,12.537,3.328,13.677,5.796,137
