tr1,br1,d1,t2,xr1,yr1,xr2,yr2,xr3,yr3,EAB
11.366,15.361,2.529,8.797,14.704,5.55,10.004,2.994,13.744,5.755,71
7.446,19.431,1.406,9.647,12.306,3.236,10.505,4.731,14.077,2.849,68
11.62,13.579,3.283,9.445,14.508,2.488,11.294,2.372,12.198,1.646,60
10.012,15.146,1.645,9.053,15.374,5.558,11.38,5.312,10.495,1.243,45
7.118,15.606,3.192,9.133,11.948,4.504,13.87,4.874,14.182,6.164,42
7.102,13.709,3.287,9.376,13.5,5.375,12.119,4.687,12.12,5.557,62
7.368,19.808,1.019,8.491,12.962,1.703,15.409,6.254,13.852,1.835,53
6.606,17.808,2.184,9.486,11.24,6.074,14.656,2.006,14.881,1.094,44
6.72,13.323,2.786,8.541,10.627,2.026,11.337,3.718,11.366,4.611,70
7.382,14.403,2.699,8.773,11.999,5.079,12.048,4.358,13.975,5.136,87
8.723,13.564,3.186,8.583,14.353,2.087,11.521,4.317,10.384,3.316,76
7.38,15.892,1.931,8.268,14.969,6.477,11.783,4.296,11.466,3.574,73
9.969,16.612,1.773,8.574,14.435,3.476,14.022,2.594,14.329,1.781,64
11.603,13.792,3.45,8.922,13.499,1.86,11.434,1.287,13.119,2.356,56
7.52,16.745,2.467,9.571,12.04,3.215,12.443,6.01,11.283,1.619,91
7.775,19.184,2.192,9.116,10.866,3.43,10.044,4.018,11.183,5.558,86
6.515,17.364,1.124,8.815,11.023,5.27,11.557,2.468,11.603,2.79,53
7.036,16.174,3.399,8.443,11.705,1.655,14.832,2.709,13.13,4.121,71
8.046,13.554,2.197,8.992,13.647,3.808,12.238,3.474,12.642,2.901,90
5.523,18.624,2.251,9.851,10.565,3.038,11.081,2.373,14.063,1.556,62
9.904,18.541,1.745,8.258,10.096,1.607,11.911,2.222,15.16,6.381,63
6.17,16.392,2.076,9.188,12.836,3.783,14.335,1.687,11.295,1.15,41
7.274,18.283,2.816,8.578,14.87,3.303,14.507,2.164,15.309,2.49,81
5.587,17.342,2.777,8.22,10.517,5.404,13.235,2.897,13.815,2.99,93
11.996,14.458,2.958,8.939,13.437,2.881,13.66,4.861,14.28,5.802,54
8.341,19.369,2.374,8.188,14.083,5.093,10.134,3.429,13.152,1.336,66
7.462,16.09,2.387,9.015,15.231,4.105,14.63,2.646,13.482,2.604,86
8.496,14.689,3.295,9.96,13.406,6.366,11.826,5.126,11.337,3.147,98
11.758,12.064,2.558,9.82,10.381,5.279,14.685,2.416,15.366,1.374,61
7.753,12.641,1.304,9.846,12.994,4.801,12.515,2.792,11.979,3.304,57
5.139,16.784,1.178,8.949,15.257,3.538,12.929,5.089,14.237,3.264,76
10.036,15.264,1.221,9.129,14.506,5.424,13.872,4.445,15.168,3.33,75
6.432,13.222,3.414,8.923,15.21,5.071,13.309,5.522,13.689,2.752,92
5.859,19.881,2.305,8.386,14.8,4.505,14.296,6.479,10.205,3.649,64
5.458,13.604,2.804,8.247,11.605,2.966,14.78,3.444,10.994,4.897,85
5.329,14.951,2.456,8.663,13.479,3.359,12.239,3.625,12.376,1.189,66
8.077,13.992,1.654,9.709,14.505,2.581,12.876,2.192,12.576,4.36,79
7.123,19.438,1.621,8.545,10.182,3.4,10.698,6.415,11.275,4.865,71
5.928,15.001,1.929,9.501,12.127,1.121,12.155,2.307,15.42,6.118,51
11.279,19.945,1.044,9.21,13.103,6.034,12.738,3.046,14.387,1.747,41
8.488,12.911,1.393,9.717,11.417,1.351,13.265,5.276,13.029,5.531,93
5.158,15.864,1.247,8.517,11.467,5.168,11.658,3.322,14.941,1.958,61
5.515,13.418,1.036,9.79,10.361,4.601,12.606,1.475,10.277,2.208,55
9.4,18.789,2.894,8.188,10.448,1.383,15.15,2.612,12.745,1.601,68
11.489,12.276,1.034,9.44,12.887,2.493,11.336,1.607,12.291,3.817,68
8.24,16.448,3.421,9.153,15.272,3.571,13.575,3.469,10.497,2.751,89
11.129,19.076,1.26,8.682,12.971,6.068,11.184,3.181,10.194,6.277,55
5.012,19.398,1.063,9.115,13.477,3.089,14.195,4.351,15.314,1.326,49
6.6,12.422,1.131,9.464,14.801,5.222,10.327,6.334,11.34,5.501,67
6.19,16.742,1.696,9.403,12.576,1.713,12.996,5.115,11.946,4.872,79
6.476,14.746,2.275,8.498,10.119,1.629,15.298,3.528,10.388,5.11,79
6.814,15.098,2.6,9.173,11.596,1.452,14.936,4.696,14.42,2.057,66
10.081,15.008,1.312,9.845,12.583,2.58,10.672,2.446,14.826,3.788,83
11.637,19.1,1.064,8.013,13.237,4.507,12.742,2.147,14.108,6.435,69
9.286,15.542,1.251,8.816,15.277,3.399,12.506,1.099,10.316,3.706,43
10.84,15.651,1.955,9.031,10.131,2.937,13.119,3.968,13.423,2.759,74
5.351,19.293,1.266,9.748,15.218,5.355,15.27,1.978,12.444,1.684,40
7.659,12.202,2.147,9.468,13.439,6.315,14.962,4.889,12.667,6.403,79
6.925,17.692,3.375,9.23,14.97,3.264,13.255,6.263,13.268,4.505,83
9.774,15.289,3.453,8.916,13.256,4.42,11.955,5.532,12.731,3.685,84
6.777,19.421,3.288,9.323,13.227,6.173,10.686,3.412,13.243,2.569,91
11.788,15.59,1.947,8.19,10.586,1.285,12.139,1.116,11.152,5.639,73
8.368,12.324,1.426,8.357,15.47,3.321,14.541,1.663,12.899,3.794,70
6.657,17.745,2.82,8.93,10.342,1.111,14.836,4.649,10.254,5.027,75
8.846,18.701,1.396,9.845,10.566,4.789,12.284,4.754,11.879,1.447,58
11.402,13.197,1.16,8.982,10.625,5.375,14.518,5.743,14.858,3.15,93
9.562,16.249,1.921,9.098,10.409,3.008,11.025,2.396,10.691,5.314,78
11.957,14.287,2.788,9.626,15.256,6.169,10.488,5.513,10.792,6.245,71
9.706,12.888,2.001,8.089,10.469,1.06,13.812,6.313,13.292,4.396,66
8.484,15.879,3.058,9.722,11.307,2.057,14.984,1.204,11.7,4.014,55
5.149,15.736,2.818,8.139,12.349,3.424,15.072,1.377,14.857,1.542,63
10.019,18.741,2.744,8.82,10.095,5.01,11.064,5.976,11.359,6.092,77
11.085,14.465,1.145,8.971,10.228,5.108,11.907,3.154,11.339,4.693,76
5.761,12.946,1.42,8.312,10.896,4.215,12.374,5.026,11.513,5.991,90
11.577,15.302,2.786,9.718,10.773,1.332,14.24,3.391,15.19,5.166,48
6.89,15.533,2.458,8.672,13.351,3.792,11.173,4.958,11.947,3.321,92
8.583,13.923,3.299,8.424,10.409,4.171,12.053,5.749,14.846,3.635,79
11.213,12.694,2.544,9.869,14.799,1.233,10.716,6.081,11.78,3.333,66
10.578,15.484,2.031,9.624,10.525,5.858,14.691,4.833,10.833,4.25,91
5.518,12.713,2.36,8.994,14.024,1.596,10.847,5.051,13.229,3.583,79
7.341,14.044,1.723,8.535,11.007,1.637,10.466,6.306,11.111,4.545,76
11.96,19.934,1.302,8.173,12.648,5.76,10.928,6.031,10.805,2.266,43
9.024,15.628,2.195,9.46,13.181,6.366,11.056,1.64,14.004,6.081,68
6.326,15.987,2.892,8.832,13.662,1.786,14.446,4.799,12.199,5.009,73
7.082,17.181,2.894,8.926,11.038,1.77,12.42,6.298,15.339,1.965,72
8.528,14.527,1.272,9.364,13.811,2.174,11.427,6.456,13.319,4.176,92
5.159,17.664,2.804,9.151,12.858,1.53,14.726,3.4,13.143,4.706,73
5.161,19.75,2.912,8.278,11.346,2.071,10.996,2.68,12.241,6.484,72
5.532,13.539,2.489,8.387,11.567,6.123,10.013,6.163,13.512,4.537,94
11.478,18.912,1.429,9.88,14.845,5.726,12.201,2.177,12.024,5.967,78
8.2,14.892,1.79,9.699,11.966,1.587,14.087,4.16,11.01,4.16,75
9.617,15.119,2.164,8.546,14.112,1.735,12.973,1.764,14.653,5.602,65
6.211,18.456,2.933,8.759,11.174,5.136,12.867,1.206,13.205,3.57,85
7.427,14.637,1.891,8.662,14.382,1.374,11.302,2.757,11.078,1.119,44
6.323,13.762,2.571,8.192,12.893,3.785,15.187,3.411,11.21,3.874,92
10.738,14.959,2.815,8.286,12.304,4.072,10.519,4.065,13.589,2.819,87
9.599,14.688,2.515,9.067,10.364,3.426,10.765,5.685,15.328,2.798,81
6.425,19.895,1.24,9.592,14.958,4.308,10.279,5.198,14.512,3.425,51
9.014,16.652,2.69,9.063,13.122,1.508,14.345,5.772,13.663,1.276,84
8.089,15.919,2.549,8.163,13.37,2.999,11.595,5.573,10.954,6.279,88
8.685,15.685,1.055,9.903,13.9,1.757,11.23,6.075,11.315,4.822,60
9.725,16.047,2.894,8.193,11.774,5.654,12.056,5.82,12.591,5.42,82
9.804,13.655,1.524,9.595,14.8,5.098,12.698,4.849,13.505,6.079,106
11.205,17.461,1.723,9.666,13.097,3.358,14.07,2.987,12.725,4.344,85
9.879,17.875,2.146,8.058,14.59,1.707,14.537,3.034,11.248,3.742,81
9.916,19.164,3.049,8.568,12.402,1.372,11.241,1.832,10.103,3.497,87
9.368,15.355,2.052,9.683,10.231,2.861,12.178,6.294,14.432,5.755,65
10.417,17.891,2.09,8.191,14.279,3.405,14.257,1.118,12.22,4.793,83
9.306,17.944,1.952,9.406,13.5,5.513,14.165,4.546,14.913,5.973,64
9.433,16.547,2.681,8.606,10.416,5.342,15.373,4.582,14.1,1.707,79
8.013,14.611,1.68,9.838,14.812,5.258,14.939,2.038,12.48,3.196,46
8.051,19.393,2.084,8.351,10.324,5.491,13.375,4.496,15.294,3.23,65
8.479,15.12,2.065,8.034,10.608,5.613,11.684,3.257,13.805,2.254,73
8.448,16.266,1.109,9.414,11.974,2.633,14.608,4.006,14.061,5.253,96
9.527,13.339,2.138,9.445,15.408,1.789,15.206,5.726,10.739,5.566,86
5.002,18.055,1.161,9.552,10.801,5.427,10.954,4.153,13.983,1.657,60
6.334,14.45,1.437,9.63,15.398,2.366,13.084,3.992,13.055,6.339,83
11.128,17.69,1.123,9.025,10.833,2.466,15.342,5.259,14.999,3.665,70
8.414,18.289,3.435,9.276,10.159,1.057,11.079,6.327,10.009,2.836,96
5.682,18.907,3.209,9.81,15.419,4.533,12.677,3.599,13.075,5.753,79
9.654,15.085,2.355,9.11,11.388,5.967,12.036,2.472,12.812,6.379,73
8.274,15.016,3.173,8.334,10.792,3.853,11.272,5.528,13.513,4.166,83
9.497,13.833,1.875,8.24,13.234,5.53,14.258,4.94,13.893,2.011,81
6.345,19.946,1.523,9.824,13.45,5.882,14.161,1.484,10.627,6.331,59
5.861,15.56,3.002,8.505,12.097,6.046,15.094,3.201,15.046,4.991,85
6.332,17.799,1.123,9.298,13.091,5.939,12.894,4.543,10.263,5.225,56
9.899,15.738,2.136,8.396,13.509,3.479,13.718,2.78,15.325,1.538,71
8.787,13.171,2.831,9.295,14.086,5.725,10.172,2.447,14.914,5.483,51
10.181,12.075,1.56,9.093,10.447,2.453,15.336,5.06,11.801,5.01,102
11.777,16.49,2.06,9.379,12.728,2.52,14.437,4.768,14.893,3.798,69
6.4,13.956,3.415,8.21,13.696,5.609,14.312,6.361,14.035,4.91,77
10.419,18.615,2.896,9.496,14.232,2.11,12.777,1.153,15.321,4.914,52
5.191,13.774,1.885,9.779,14.111,3.738,13.435,4.068,15.377,1.437,68
5.882,12.959,2.677,8.242,14.731,4.749,13.74,1.283,10.39,3.251,72
7.164,12.397,2.134,8.061,12.401,5.382,12.82,5.859,15.456,1.951,83
5.718,15.371,1.168,8.095,13.742,4.18,12.442,5.519,11.665,5.966,74
10.733,19.031,3.247,9.731,12.785,4.306,14.677,2.349,14.958,1.57,67
7.847,12.033,2.211,8.697,15.351,4.039,13.557,5.351,14.375,5.485,77
5.847,13.718,1.203,8.003,11.624,6.019,10.429,3.664,11.066,5.79,85
6.05,17.628,2.012,8.22,12.083,3.667,14.057,5.625,13.962,4.825,73
11.21,16.729,1.626,9.262,14.909,6.272,12.912,1.276,13.665,1.817,32
9.313,14.022,1.941,9.899,14.207,1.643,15.31,2.675,11.839,3.727,78
9.08,13.097,3.355,9.766,11.19,4.194,12.154,5.12,11.664,2.524,74
7.867,15.704,2.486,9.785,13.949,2.068,10.401,3.815,12.626,4.917,68
6.253,12.54,2.573,8.963,10.822,3.497,10.942,6.304,14.061,3.708,77
11.253,16.254,1.259,8.786,13.359,5.923,10.772,5.842,12.312,3.529,59
5.316,17.02,1.035,9.02,12.128,1.916,13.194,4.454,12.591,6.069,81
7.285,14.069,1.687,9.055,10.802,5.511,14.053,1.481,12.609,2.495,41
9.763,16.206,3.136,9.085,10.85,4.81,11.343,4.992,12.585,3.083,84
9.226,15.605,2.789,9.783,14.323,2.816,10.189,2.95,11.467,5.943,59
8.072,15.059,2.857,9.881,12.477,2.594,10.729,4.392,11.881,3.693,77
5.033,14.385,1.662,8.472,15.356,3.805,10.225,3.042,10.477,5.906,88
11.332,13.824,2.843,9.171,15.338,2.923,10.737,6.213,13.921,1.979,75
11.021,12.029,1.585,8.74,13.022,3.973,13.345,5.932,11.171,2.384,94
5.524,16.654,1.622,9.667,12.037,2.299,13.652,3.458,15.355,1.247,62
8.775,15.534,2.375,8.721,11.495,5.185,12.049,4.1,13.423,6.055,87
5.031,13.124,1.254,9.942,10.118,4.53,13.985,3.048,10.313,4.693,84
9.665,13.091,3.377,9.132,14.673,2.1,11.554,6.058,15.464,3.186,70
5.493,16.894,1.396,9.909,15.051,3.701,11.735,5.968,12.149,3.071,89
11.808,14.647,3.245,9.052,12.133,5.737,14.791,2.297,12.219,2.545,65
8.583,17.75,2.072,9.427,14.908,6.093,13.332,2.373,13.813,3.538,73
9.809,15.498,1.887,8.501,13.615,3.972,15.102,1.63,13.476,6.341,84
7.802,19.3,1.153,9.604,14.332,3.204,14.244,5.207,14.181,3.595,65
11.141,17.138,1.235,9.85,10.507,3.512,14.003,3.347,12.602,3.018,68
9.901,18.545,1.315,9.346,14.162,3.317,14.98,5.629,14.963,3.792,75
9.492,19.63,2.707,9.154,15.073,3.649,12.614,4.362,15.293,5.425,67
9,19.604,2.484,8.728,11.823,6.263,14.976,5.793,11.054,1.63,78
8.94,15.735,3.019,9.454,11.91,2.333,10.618,5.762,15.106,1.172,71
9.013,17.825,2.052,9.744,12.341,1.315,14.1,1.281,10.921,5.321,69
7.279,13.069,1.236,9.108,10.859,5.869,10.867,2.448,14.241,3.717,66
11.474,14.532,1.358,9.992,15.091,4.888,10.248,2.731,10.903,4.337,62
11.356,18.51,1.193,9.23,13.863,5.279,13.978,2.764,14.819,4.973,77
8.347,14.669,3.207,9.874,10.135,3.451,11.787,1.965,15.021,1.405,58
6.765,19.135,2.186,9.283,13.507,6.13,12.042,1.319,13.129,1.498,41
8.925,19.583,1.456,8.849,15.268,5.341,14.811,5.152,13.167,4.394,69
10.72,13.911,2.067,8.891,11.717,3.369,15.301,1.386,10.09,5.047,77
7.404,15.194,2.412,9.328,11.616,6.385,13.448,5.32,14.77,5.738,75
11.474,18.412,3.143,8.949,11.355,4.467,10.902,4.586,15.409,6.045,49
11.227,15.812,1.566,9.75,12.419,1.516,15.213,5.741,12.311,1.842,70
7.119,16.794,2.504,8.064,13.203,3.422,14.085,3.755,14.661,4.27,93
8.799,19.839,2.938,9.421,12.829,1.292,14.125,5.012,10.285,3.123,80
10.108,15.286,2.194,9.422,15.055,3.406,11.921,1.171,14.291,3.803,80
10.655,17.613,2.032,8.658,11.358,4.003,14.589,5.854,10.478,4.624,82
6.346,19.452,3.333,8.114,12.414,1.614,14.95,5.572,12.752,4.032,83
7.681,19.646,2.178,8.825,10.321,3.275,14.762,2.444,12.165,5.356,82
8.194,17.467,2.118,8.008,14.025,1.112,11.341,2.624,12.786,4.758,81
8.49,13.495,2.776,9.799,15.391,3.85,14.898,2.818,11.583,2.309,74
8.225,15.65,1.815,8.212,11.222,1.717,11.418,6.271,11.066,2.205,69
6.523,17.538,1.697,9.448,13.111,4.467,14.404,2.647,15.302,3.289,81
8.088,16.529,1.14,8.2,13.337,1.726,10.173,4.132,14.187,4.981,73
11.002,19.869,2.876,8.673,12.503,3.003,13.589,5.424,13.338,1.005,78
6.307,17.653,3.181,9.657,11.139,1.024,11.627,3.369,11.745,2.781,71
6.293,18.607,1.341,8.573,14.09,4.816,11.339,5.37,14.629,2.09,66
7.369,17.436,2.738,8.119,13.546,4.38,14.131,1.207,10.488,4.878,95
8.805,15.825,1.71,9.312,14.484,1.438,14.71,6.102,13.724,3.958,85
5.947,18.256,1.225,8.446,14.106,4.467,12.49,4.004,10.759,4.211,59
8.994,13.388,2.414,9.233,14.366,5.061,13.169,2.349,13.305,2.186,75
8.593,13.075,2.03,9.216,10.45,3.913,15.004,1.574,12.744,6.107,67
9.585,14.916,1.661,9.788,11.486,1.477,10.455,3.287,15.391,3.836,72
11.752,17.82,2.963,8.091,10.235,6.42,10.283,4.158,10.728,4.927,87
10.585,18.147,2.413,8.851,12.54,5.893,11.827,2.763,12.34,2.89,79
5.435,15.787,1.203,9.211,14.792,3.262,13.967,4.733,13.365,3.703,87
5.207,17.937,2.383,9.969,12.523,1.798,10.142,2.474,11.504,3.211,81
5.405,12.302,2.353,8.695,12.969,6.188,14.676,1.57,15.19,4.046,82
5.27,12.154,1.327,8.119,13.928,2.303,11.53,4.388,14.653,1.225,57
8.201,17.901,1.525,9.293,14.901,4.55,15.333,4.218,12.35,6.375,81
6.196,14.708,1.633,9.529,12.403,3.123,12.136,1.457,13.518,2.714,60
11.867,14.281,3.078,8.269,15.196,2.184,11.198,3.835,15.302,2.771,73
8.172,19.974,1.996,8.131,10.209,6.124,10.663,3.923,10.571,2.426,59
10.71,17.257,1.903,9.563,14.266,6.355,12.732,1.539,13.953,2.497,54
10.593,18.856,2.662,8.203,11.607,3.606,12.207,3.754,10.896,6.388,82
8.946,18.995,2.894,8.302,14.792,3.297,15.144,4.195,12.975,6.475,74
5.369,18.741,2.04,9.767,12.023,3.251,14.609,2.516,10.764,3.634,90
10.561,19.749,1.509,8.728,12.051,1.669,11.739,4.316,10.292,3.787,68
5.184,15.593,3.171,8.298,12.097,5.895,15.322,5.225,11.267,5.725,92
9.251,19.373,2.036,9.583,10.6,2.442,13.415,2.006,14.453,5.469,69
6.317,14.44,2.34,9.324,13.494,5.056,13.51,6.473,11.122,5.777,84
5.766,18.845,1.477,8.049,14.543,4.047,11.931,3.093,12.397,1.672,47
6.104,14.499,3.328,9.45,11.059,2.889,12.379,3.376,12.511,2.888,69
6.514,14.059,3.187,8.269,12.858,5.802,14.297,1.907,10.827,5.965,70
9.641,15.192,2.09,8.402,15.202,1.484,12.969,1.151,10.557,4.141,70
9.764,16.127,3.146,9.537,11.545,2.938,14.39,3.845,13.19,1.34,61
5.822,15.305,2.85,9.629,14.598,2.684,15.38,1.846,11.296,1.627,60
10.291,16.453,3.017,8.208,13.047,2.253,12.679,2.666,11.485,1.218,72
8.304,13.534,2.907,8.034,12.086,2.845,13.191,2.547,10.262,1.622,77
7.807,18.817,2.88,8.393,11.201,2.207,10.633,6.175,14.402,1.482,82
8.493,14.673,2.141,8.401,10.853,4.703,13.531,4.586,15.039,4.376,87
8.031,16.733,2.773,9.506,12.194,4.985,13.707,3.22,15,3.865,83
6.147,17.695,2.005,9.069,12.283,5.285,13.555,5.065,10.887,6.169,87
8.72,14.31,3.444,9.711,12.258,4.346,13.487,4.189,12.937,2.215,87
6.688,13.974,2.503,8.432,12.562,4.013,15.295,5.226,13.311,4.543,84
8.533,16.892,2.94,9.353,14.097,5.796,10.375,3.896,10.959,1.943,78
10.813,19.887,1.932,8.806,15.412,6.448,15.132,1.478,13.167,1.419,47
10.042,17.705,1.941,9.417,12.767,6.37,14.403,4.569,12.66,2.705,60
11.504,12.074,2.899,9.249,15.058,1.83,11.369,4.623,13.182,1.479,62
5.765,18.769,1.961,9.087,11.003,1.592,14.056,2.825,12.722,3.601,82
10.033,13.576,1.87,9.877,10.785,5.33,10.133,3.573,10.982,6.013,88
9.533,16.336,1.819,9.465,11.225,1.897,10.198,1.328,12.136,4.961,67
10.039,15.115,3.285,9.247,12.704,5.716,12.605,1.608,11.998,5.145,55
10.064,13.078,1.52,9.516,11.208,5.057,11.466,4.042,11.13,5.49,88
8.297,19.771,2.991,9.377,12.068,2.811,13.298,2.984,15.353,1.602,79
7.062,19.304,1.43,9.288,11.147,5.925,11.245,6.252,12.294,1.834,66
11.248,15.292,2.004,9.944,13.27,2.957,14.371,6.409,12.097,2.961,88
6.71,17.439,3.389,8.492,15.106,1.022,13.072,4.273,14.135,5.857,58
11.9,18.301,2.888,8.25,12.867,2.88,14.224,4.217,10.382,4.539,74
10.873,12.01,1.659,9.484,12.583,3.288,14.595,3.03,11.038,4.186,85
5.18,18.638,2.237,8.493,11.74,6.133,13.84,5.266,11.465,4.342,81
9.879,19.412,2.834,8.726,11.172,2.518,11.43,2.408,12.884,1.806,83
11.354,16.098,1.555,8.923,11.76,3.551,10.127,3.357,11.619,6.262,82
6.214,15.68,2.615,9.772,12.567,2.303,13.537,1.075,12.292,2.763,59
10.575,17.805,2.524,8.438,11.558,5.872,14.228,2.736,14.328,3.423,83
8.961,16.527,1.086,9.864,13.878,3.012,14.466,4.166,11.73,3.766,57
10.186,12.479,1.441,9.183,13.264,4.96,14.545,5.961,12.377,2.362,96
5.355,19.903,1.88,9.178,14.506,1.106,10.595,2.029,10.979,2.243,41
7.849,13.843,1.342,8.719,10.82,1.294,10.458,4.183,12.18,2.969,39
10.264,17.313,1.878,8.8,11.554,6.342,10.695,5.441,12.179,1.132,70
9.104,13.422,1.559,8.315,10.238,1.651,14.473,1.648,10.479,5.838,75
10.973,12.159,1.828,8.484,13.509,4.167,11.966,5.457,14.446,6.476,69
9.449,14.982,3.251,8.936,13.892,3.644,11.275,4.454,12.249,5.979,52
6.086,19.334,2.036,8.255,11.182,2.326,14.87,3.842,11.287,5.598,78
8.538,14.856,3.158,9.483,13.726,3.053,13.443,5.367,10.942,6.04,67
11.913,16.351,3.497,8.926,12.645,1.008,14.392,4.224,12.316,4.416,68
8.583,12.417,1.595,8.851,13.471,2.107,15.283,4.745,14.405,2.471,93
11.165,12.216,1.138,9.589,15.129,3.566,12.579,5.417,14.478,1.686,46
8.563,18.936,1.963,8.363,14.736,5.142,12.037,5.858,10.104,5.302,62
11.324,12.335,2.03,9.135,15.15,6.094,11.971,2.569,10.289,6.232,79
9.326,13.084,2.772,8.149,14.586,1.815,12.434,2.657,13.497,6.454,42
5.503,13.678,2.738,9.878,12.315,5.94,12.773,4.565,13.313,2.445,99
6.186,19.324,1.97,8.026,15.457,1.287,13.836,2.795,10.678,1.257,43
10.173,16.456,1.179,8.334,14.563,5.916,11.902,1.857,12.368,3.112,42
5.1,17.443,2.062,8.445,12.53,2.043,10.944,4.929,10.636,5.595,85
7.566,18.568,2.144,9.229,11.321,4.779,10.23,3.135,10.688,1.356,47
11.02,19.474,3.311,8.069,14.411,4.792,12.811,6.123,12.757,2.848,79
9.13,19.07,1.866,9.784,10.301,5.766,15.175,3.523,12.033,4.754,66
10.527,14.261,1.022,9.54,12.735,2.586,12.65,2.374,11.411,5.064,79
11.855,12.89,3.271,8.355,10.935,6.232,11.962,2.712,10.976,1.91,75
9.32,19.911,1.677,8.002,11.548,6.117,11.648,3.08,13.745,3.014,45
7.83,19.084,2.315,8.478,10.174,5.695,11.692,1.704,14.349,6.043,80
6.666,16.391,1.441,9.935,10.083,5.33,13.808,5.986,11.041,6.074,89
7.861,12.836,2.04,8.391,12.635,6.32,12.057,3.095,13.599,3.883,88
9.408,14.511,1.801,8.876,11.275,2.294,10.512,2.903,11.733,1.579,67
8.51,19.486,2.236,9.088,14.338,4.658,11.828,4.058,12.008,3.917,67
9.612,17.554,3.354,9.578,10.151,5.505,14.825,1.251,10.47,1.605,73
10.384,16.819,1.357,8.969,14.507,3.672,13.957,1.458,10.045,1.293,40
7.462,19.787,2.511,9.17,12.42,5.022,10.248,5.227,12.305,1.314,79
10.022,15.871,1.079,8.158,13.68,5.35,15.426,3.766,14.311,3.918,71
10.48,14.122,2.127,8.885,15.402,5.633,11.425,2.132,13.894,5.816,80
10.234,14.5,2.64,8.533,14.103,1.958,12.174,3.195,11.819,3.049,79
6.684,17.163,3.339,8.92,12.639,5.456,13.52,2.168,11.292,4.696,73
6.216,17.976,2.851,8.551,13.647,3.224,11.738,1.729,13.594,5.434,76
10.758,19.895,2.097,9.985,14.802,2.654,11.262,1.245,13.23,1.644,79
6.307,12.827,1.42,8.913,14.736,2.002,10.448,5.966,10.329,4.782,87
5.845,16.262,2.695,8.104,10.756,5.682,12.886,3.094,13.954,5.85,87
9.707,16.213,2.487,8.145,12.008,3.706,10.295,1.949,10.076,4.127,86
6.041,17.888,1.776,8.237,15.385,3.246,15.459,3.232,14.517,4.592,79
7.029,15.057,1.995,8.146,13.213,5.583,10.333,6.412,11.714,5.368,91
6.2,15.185,2.606,9.276,12.544,1.381,15.314,5.086,13.602,5.182,66
10.005,13.196,1.298,8.776,13.057,1.586,14.715,2.095,12.664,6.046,79
9.131,17.107,3.121,9.985,11.247,1.335,14.596,3.806,12.761,6.203,46
8.189,16.794,1.152,9.541,13.005,3.429,14.233,2.074,14.609,2.137,47
8.785,17.79,2.511,8.445,12.442,3.674,15.131,2.581,12.163,2.695,79
6.033,16.275,1.463,9.435,12.25,5.102,10.958,1.259,10.177,3.931,45
7.525,14.333,2.362,8.563,10.989,5.78,10.127,2.493,14.214,6.223,72
10.129,19.018,3.451,9.006,13.354,2.392,15.363,4.99,13.344,3.269,73
9.08,19.975,2.122,8.212,11.706,1.163,14.414,3.211,11.172,2.994,70
8.012,15.068,2.104,9.712,11.781,5.717,14.005,2.902,12.022,3.706,88
9.263,12.903,2.397,8.558,13.578,2.762,11.737,5.065,12.588,1.448,79
11.324,18.115,3.072,8.615,12.816,3.814,13.157,6.482,10.083,2.379,87
10.057,12.96,3.355,9.149,12.504,5.155,13.811,5.818,11.714,4.484,72
8.72,15.988,1.901,9.494,12.096,3.573,13.482,1.984,15.295,2.15,75
9.163,18.49,1.745,8.313,15.172,1.347,10.638,4.648,12.712,2.765,71
6.328,12.911,2.219,8.426,10.747,4.578,10.109,3.132,13.901,3.287,89
11.595,19.569,1.305,9.437,15.445,2.07,12.312,1.17,12.291,5.747,74
8.131,13.78,3.295,8.906,12.347,6.137,10.726,5.779,13.833,3.769,87
8.425,19.886,2.563,8.688,13.853,2.745,11.303,2.028,13.622,3.375,87
9.1,12.7,1.094,8.558,12.221,4.354,12.049,1.441,10.296,1.477,39
11.271,19.507,1.806,8.741,15.045,5.548,10.445,6.352,10.139,1.609,53
7.428,12.047,3.228,8.512,14.276,5.54,15.274,5.885,10.694,5.345,79
10.612,18.783,2.73,8.066,12.327,3.25,11.631,4.641,11.594,2.702,80
10.706,14.279,1.93,9.504,14.387,2.517,15.367,1.183,11.145,4.747,78
9.535,19.646,3.035,8.352,15.131,4.731,11.417,6.352,11.468,1.901,84
7.387,12.785,2.963,9.755,13.045,6.092,11.809,5.916,12.072,3.179,87
8.004,12.552,1.984,9.613,13.036,3.376,14.06,4.253,12.104,3.499,88
11.385,19.976,2.084,8.705,12.766,1.272,14.158,1.438,14.585,5.036,68
5.245,13.303,1.188,9.56,14.684,1.238,14.688,6.334,12.156,1.399,67
11.139,14.912,1.962,9.653,13.495,2.998,13.023,5.882,13.662,1.015,100
7.332,18.026,2.132,8.781,11.223,1.169,12.609,4.821,12.239,4.128,75
8.006,16.682,1.199,9.371,10.98,3.953,10.822,1.82,12.345,5.954,80
9.59,12.525,2.716,8.298,13.615,2.826,12.986,2.094,14.865,5.454,61
10.309,13.802,3.324,9.75,11.355,5.746,11.434,3.758,12.45,2.157,78
10.878,16.284,1.314,9.073,13.432,2.72,10.86,1.548,14.037,2.541,75
6.891,19.883,2.423,9.549,11.925,3.009,13.59,4.385,11.509,1.484,78
