tr1,br1,d1,t2,xr1,yr1,xr2,yr2,xr3,yr3,EAB
6.421,16.255,1.053,9.534,12.541,2.981,14.834,4.804,13.4,5.56,83
8.321,15.641,1.019,9.259,10.745,3.045,11.627,3.435,11.6,2.325,47
7.271,16.162,1.877,9.666,11.552,2.654,12.68,4.692,15.38,4.922,80
7.42,12.189,2.25,8.653,11.21,3.752,10.212,1.018,13.972,1.95,60
6.112,13.663,2.19,9.23,11.656,4.479,14.775,5.269,14.344,2.607,89
7.721,12.693,1.338,9.493,13.227,4.909,14.986,4.33,10.996,2.898,68
11.703,19.802,1.872,8.946,11.593,6.485,14.016,3.646,11.804,1.782,54
6.215,16.334,3.243,8.82,14.179,4.692,13.705,1.523,10.72,5.766,69
7.796,14.186,2.641,9.458,13.498,4.648,12.591,3.647,11.87,1.132,72
11.373,18.247,1.109,9.479,12.086,2.331,15.058,5.127,11.006,1.363,29
8.573,15.897,1.882,9.381,12.241,6.289,15.482,5.747,13.613,4.699,88
6.446,12.342,1.44,8.965,10.294,3.975,15.276,1.669,13.858,2.659,48
7.52,15.787,1.435,9.468,11.217,2.66,14.389,3.726,10.793,4.152,68
11.058,17.142,2.68,8.059,12.944,1.232,13.689,1.94,12.821,3.536,70
9.821,14.414,2.338,8.471,13.169,5.393,11.072,6.088,10.796,2.395,87
5.922,18.885,1.377,9.304,10.692,6.445,12.095,2.319,10.677,6.118,72
5.865,13.878,2.804,9.262,14.428,1.231,10.842,4.03,10.406,1.697,63
7.037,18.141,1.283,8.402,13.921,5.989,12.552,5.844,11.941,2.743,61
5.963,15.781,2.929,8.756,11.66,1.221,13.175,3.021,11.76,3.267,74
5.201,18.198,2.062,8.57,11.93,3.642,14.446,1.433,14.368,4.864,88
7.868,17.598,3.425,8.231,10.991,5.779,12.704,1.28,10.6,1.932,71
8.187,13.459,2.975,8.946,14.331,4.33,14.455,5.942,15.472,4.932,67
10.192,19.668,1.863,9.574,10.112,1.303,10.053,4.704,12.677,6.36,64
6.421,16.11,3.195,9.083,14.646,5.784,10.256,1.475,14.289,2.053,69
6.312,19.095,1.216,8.037,14.729,2.271,12.761,5.538,10.427,2.481,55
8.517,19.298,1.639,8.601,10.323,2.415,11.593,4.619,13.357,4.974,77
8.861,18.771,1.701,9.065,10.466,1.464,14.769,3.342,14.261,6.035,62
9.495,15.079,2.953,8.072,12.674,2.949,10.063,1.02,12.166,5.679,59
11.396,19.806,3.198,9.742,12.079,1.768,11.719,1.043,10.098,6.429,59
10.05,13.378,2.55,8.183,10.456,5.613,10.229,3.988,13.545,2.159,86
7.339,17.589,1.749,8.436,12.087,3.208,13.036,5.121,14.484,2.809,76
5.685,12.218,2.333,9.246,13.084,3.938,12.918,3.532,12.231,3.15,98
7.778,17.741,2.419,9.195,11.189,3.141,14.531,1.233,10.917,6.021,70
8.087,17.463,2.499,8.121,10.713,5.453,14.82,4.018,14.601,5.37,86
10.238,12.211,2.014,8.462,13.067,4.283,13.517,5.813,10.23,3.9,87
10.553,14.327,1.061,8.612,10.167,4.332,14.232,4.847,14.799,2.57,61
6.992,19.762,1.441,8.663,11.94,5.986,13.66,5.451,13.153,5.536,57
8.844,12.899,1.484,8.394,11.454,5.781,10.078,1.355,14.75,5.946,82
6.025,19.093,1.218,8.246,14.977,6.442,13.557,5.589,13.39,2.451,45
10.284,13.93,2.565,8.546,12.353,4.727,11.548,3.329,13.281,3.188,87
6.241,14.863,2.388,8.713,12.422,2.228,14.278,5.846,11.854,6.361,69
9.463,17.142,3.463,8.731,10.301,5.583,12.466,5.328,13.357,6.24,49
11.995,16.84,1.381,8.228,14.553,1.882,12.35,2.501,15.387,1.436,61
10.385,14.298,3.005,8.115,12.07,2.164,13.762,5.224,11.135,5.048,76
7.564,12.455,1.055,8.347,13.329,1.402,13.412,5.951,12.594,3.742,73
10.398,17.289,1.167,9.054,14.968,4.516,15.134,5.139,10.351,4.855,58
11.631,16.987,1.464,9.442,15.319,4.377,11.05,3.165,10.147,5.268,76
11.761,15.486,1.871,9.644,14.04,4.245,15.279,3.194,14.754,2.828,78
6.384,17.645,2.588,9.383,14.807,1.631,10.011,1.461,12.157,6.233,63
11.18,16.609,2.478,8.172,10.022,3.608,13.293,3.747,14.58,4.576,79
8.333,15.783,2.573,9.025,15.144,4.095,10.814,1.124,14.999,1.077,61
5.164,17.362,1.639,9.541,12.008,5.435,12.101,5.043,13.296,2.353,91
5.419,15.517,1.214,9.088,11.233,5.286,12.965,5.687,10.161,6.32,87
10.547,18.078,3.367,8.732,15.085,1.164,11.026,2.936,11.605,4.48,71
6.525,18.969,2.225,9.971,13.744,5.605,14.284,5.401,12.52,1.195,75
5.013,15.639,1.496,9.363,12.913,2.552,10.358,2.628,11.442,4.809,82
11.979,12.414,1.542,9.064,11.427,2.339,14.057,4.206,13.117,1.247,64
10.965,16.905,2.398,8.407,14.475,5.842,15.032,5.569,11.936,3.742,69
11.134,19.559,2.682,9.143,12.617,6.07,14.01,3.74,11.315,3.808,66
10.6,14.906,2.617,9.137,14.999,5.445,10.773,1.962,10.6,2.639,71
11.633,14.219,1.427,8.375,12.812,3.895,13.846,3.691,14.432,3.515,84
6.507,18.064,1.79,9.347,11.276,6.428,15.318,2.034,14.697,6.126,67
10.444,16.626,3.341,9.529,12.914,1.628,11.802,3.532,11.228,3.812,59
6.658,18.66,2.516,8.933,11.354,4.359,13.072,4.496,10.047,3.627,87
9.253,13.636,1.39,8.933,12.003,4.922,12.499,4.437,10.837,2.58,58
10.117,14.832,2.547,9.872,13.358,2.796,13.317,1.371,13.238,3.158,65
5.329,19.076,2.186,8.75,11.25,5.46,14.031,1.932,10.506,4.349,92
10.315,12.334,3.452,8.682,13.399,3.988,12.819,5.598,11.497,6.168,51
11.43,18.474,3.106,9.133,13.334,2.66,15.054,1.067,11.267,4.232,68
8.248,16.311,1.143,8.416,11.827,4.552,14.951,2.597,15.178,1.998,44
7.86,18.437,1.314,9.819,15.456,6.046,13.855,6.162,10.88,1.53,46
10.416,19.334,2.399,8.248,11.801,3.215,12.697,4.712,10.624,2.729,76
6.269,16.921,1.953,9.732,13.332,4.72,12.618,5.928,10.668,4.662,86
10.873,19.963,2.78,9.726,12.41,2.87,10.628,5.204,10.885,4.488,74
9.281,18.634,1.507,8.146,14.258,3.107,15.396,4.998,15.102,2.848,67
9.219,14.064,2.58,9.744,12.335,3.04,15.229,5.21,14.006,5.993,61
10.555,15.834,1.123,9.983,10.612,4.875,11.006,1.678,11.245,3.72,60
7.872,17.145,1.196,9.302,15.284,3.51,13.676,3.857,11.401,3.393,54
8.365,18.772,3.379,8.798,10.905,5.739,11.841,1.453,11.409,2.277,76
5.479,19.962,1.564,8.109,14.68,4.195,13.426,3.928,10.017,4.196,43
9.297,16.016,2.295,8.019,13.728,3.529,13.322,4.555,14.148,2.36,85
6.793,15.634,2.547,8.1,14.842,5.533,14.222,5.775,12.796,1.33,92
9.151,12.921,2.577,8.006,10.727,3.73,10.992,2.137,10.928,5.563,80
9.884,16.528,3.422,9.923,11.146,5.449,12.385,3.389,14.653,5.145,47
11.648,12.495,2.873,9.485,13.943,1.385,11.467,1.838,14.598,6.266,21
11.989,15.161,3.344,9.467,13.888,2.692,13.493,4.797,13.463,2.883,67
9.04,14.892,1.555,8.925,12.136,5.563,14.745,1.813,11.516,1.191,39
8.89,15.36,2.449,8.48,10.848,2.591,10.312,2.719,10.793,3.932,82
6.194,19.809,2.285,8.42,10.955,4.788,14.093,5.49,11.441,2.673,66
8.128,15.945,2.457,8.348,13.781,2.018,12.075,5.64,12.852,1.903,79
5.281,12.019,2.898,9.637,12.058,5.614,13.011,1.636,14.542,3.553,64
9.916,17.177,3.447,9.105,12.315,4.618,10.495,5.743,11.906,6.324,53
11.624,18.288,2.342,8.391,14.545,4.269,11.991,1.996,14.652,3.874,76
11.085,12.219,2.174,8.72,13.509,4.593,12.59,4.842,13.639,2.503,87
5.828,15.945,1.717,9.414,14.808,1.531,14.073,6.081,12.102,3.298,87
6.918,17.861,1.071,8.732,12.529,1.093,14.704,2.274,13.684,3.353,47
5.774,13.331,1.662,9.875,11.17,3.266,12.917,1.881,12.269,3.413,76
11.198,18.765,3.336,9.297,12.203,3.505,14.821,5.39,10.831,2.232,92
9.566,18.398,2.107,9.222,11.4,1.299,12.384,4.06,10.675,6.364,72
6.338,15.477,3.236,9.713,13.913,1.698,14.533,5.087,15.12,1.584,88
6.042,15.69,1.661,9.894,10.993,3.535,13.857,1.923,12.264,4.463,87
11.908,18.444,2.02,9.468,15.088,4.5,14.276,4.543,11.818,3.441,63
11.918,19.974,2.656,8.483,11.795,3.503,14.792,5.719,14.21,2.209,69
8.43,18.312,1.088,9.898,12.749,4.98,13.683,5.081,10.021,4.573,47
7.184,14.752,1.595,9.894,10.352,2.252,15.225,3.045,10.856,4.896,78
9.767,14.727,2.795,9.497,15.372,3.31,15.182,4.334,10.347,3.337,87
7.826,19.92,1.036,8.077,14.588,5.763,15.22,2.936,10.663,4.217,36
6.956,13.906,3.04,8.951,13.033,6.271,15.174,4.13,14.964,6.019,41
7.481,16.816,2.676,9.88,12.661,6.3,11.006,1.402,13.758,5.043,82
6.83,13.227,1.032,8.965,12.573,2.18,13.923,6.268,13.446,1.223,68
6.109,14.911,2.638,9.604,13.127,2.873,11.266,1.993,11.457,2.803,67
7.267,19.078,2.863,8.922,10.774,6.309,12.003,4.617,12.675,5.592,91
11.282,12.382,1.244,8.8,14.25,3.241,15.329,2.153,11.361,5.129,81
6.415,12.229,1.787,9.469,12.279,5.072,13.413,1.195,11.283,6.422,85
6.187,14.836,3.279,8.892,10.58,2.113,13.248,1.944,11.89,1.695,50
6.741,18.962,1.848,9.064,14.726,4.039,14.233,5.161,14.367,3.456,66
7.921,16.422,1.006,9.174,10.152,4.482,15.483,6.415,12.362,3.411,58
6.235,18.224,2.735,9.563,12.855,2.566,13.405,3.887,10.958,2.9,95
7.193,19.578,3.47,9.752,10.927,6.258,12.692,1.167,15.477,5.413,48
7.621,19.037,2.524,8.906,10.053,1.101,13.525,2.531,15.491,6.481,55
11.01,13.672,1.828,9.983,14.312,1.122,10.863,4.416,14.818,5.995,79
9.918,14.436,1.175,9.958,12.077,1.441,15.238,5.788,13.237,2.561,67
7.45,12.791,1.746,9.989,13.398,2.771,14.747,4.602,12.225,1.93,66
6.2,18.158,1.444,9.576,13.442,1.511,11.602,5.239,15.45,2.136,72
11.109,16.905,2.606,9.795,11.745,2.987,11.366,2.327,13.649,4.337,55
7.885,18.357,2.593,8.962,11.709,5.446,13.527,5.461,14.719,5.74,71
8.327,12.688,2.061,9.658,10.347,3.183,13.544,4.185,15.355,1.019,66
7.408,14.585,1.03,9.364,10.647,1.026,13.655,3.836,13.228,4.574,70
9.767,14.216,3.182,8.152,13.126,1.362,11.714,5.779,11.571,2.943,77
11.619,12.277,3.289,8.181,14.519,2.264,13.283,1.216,13.449,6.384,23
8.469,19.817,2.736,9.57,10.561,6.162,14.989,3.956,13.454,1.793,63
8.751,13.019,2.976,9.55,12.967,4.693,14.187,2.378,11.97,2.405,70
8.941,13.302,2.834,9.201,13.823,3.895,13.215,4.078,11.471,3.747,86
8.297,18.815,2.069,8.46,13.728,6.151,11.972,6.43,12.459,3.41,64
9.407,13.844,1.986,8.053,11.009,5.269,13.501,1.864,14.067,4.929,87
9.644,16.631,3.229,8.469,12.672,1.095,13.786,1.095,10.495,6.153,53
11.789,14.745,2.823,9.579,11.358,4.201,10.467,4.599,12.215,2.177,68
10.805,17.449,3.494,8.08,13.398,2.275,12.519,5.051,10.249,1.767,81
11.529,15.338,2.492,9.961,10.527,2.902,10.675,5.262,13.725,3.579,63
11.102,12.09,1.012,9.834,13.357,3.273,11.848,1.736,14.748,2.903,57
6.835,18.291,3.006,8.542,15.317,1.648,14.497,1.87,13.398,5.916,64
7.121,14.05,2.693,9.202,13.761,1.739,12.234,1.296,11.212,3.167,56
7.445,12.543,2.548,9.927,10.439,2.923,15.393,3.077,15.414,2.471,76
5.819,19.601,1.926,9.305,14.237,2.346,13.728,2.608,14.189,5.136,76
5.517,14.133,2.509,8.354,11.187,5.332,13.336,2.341,12.53,4.839,94
5.081,15.412,1.747,8.565,10.981,3.783,11.696,4.026,11.986,3.019,74
7.713,17.169,1.265,9.873,13.124,3.983,14.37,4.682,10.979,4.694,90
7.618,15.93,2.606,9.31,14.38,4.309,13.833,5.301,11.117,1.248,100
7.102,15.19,1.963,8.911,10.141,5.739,13.033,5.85,11.156,2.152,95
11.512,12.782,2.619,8.429,11.353,2.687,10.555,6.318,13.254,4.543,72
7.945,17.168,2.838,8.77,13.006,4.522,12.133,2.443,10.964,4.678,91
8.273,18.438,1.941,8.115,14.877,1.528,15.151,5.599,14.934,5.762,55
9.979,18.393,2.305,8.633,14.247,2.093,10.606,4.261,13.42,2.2,79
8.746,14.393,1.664,9.772,10.447,6.353,12.284,4.219,12.971,6.07,89
9.285,18.515,2.377,8.642,12.995,2.966,13.945,6.463,11.892,3.847,72
8.708,18.112,1.36,9.145,13.45,5.415,13.717,1.58,12.349,5.724,74
6.328,14.96,2.636,9.591,12.63,2.896,14.431,2.804,11.562,4.485,89
5.505,14.995,3.188,9.734,14.18,6.077,10.363,5.192,14.039,5.535,77
8.272,15.994,3.301,8.827,11.358,4.104,12.158,3.011,10.985,4.978,72
5.571,17.598,1.674,8.554,13.495,2.794,14.02,2.405,12.514,1.284,44
9.162,17.681,2.146,8.891,14.059,5.152,13.069,3.594,13.352,3.847,86
8.166,14.384,2.079,9.31,13.83,2.003,10.905,4.244,13.411,5.655,78
5.062,12.973,1.288,8.483,14.03,4.161,14.511,1.632,13.312,1.732,57
10.187,14.228,1.487,9.043,14.567,6.453,14.842,4.788,13.102,2.972,84
6.745,17.199,1.102,8.306,11.478,1.775,13.526,6.339,12.465,2.354,71
10.392,12.939,2.995,9.303,13.988,1.78,14.712,4.745,11.138,3.292,66
9.036,18.189,2.297,9.347,11.863,4.051,15.363,5.953,14.887,1.88,80
8.877,16.054,2.165,9.934,11.797,1.884,15.036,3.163,13.818,2.151,73
5.385,19.291,3.395,8.164,10.472,6.196,11.459,4.241,11.791,5.367,94
8.151,16.145,1.112,8.51,14.447,3.385,13.777,1.436,11.849,1.506,40
6.785,19.529,2.149,8.742,10.808,1.321,14.359,1.676,11.193,1.717,43
11.66,18.882,1.872,9.49,15.253,4.715,11.749,6.031,11.352,2.672,60
6.605,19.149,3.152,9.473,11.673,6.142,14.313,2.575,11.681,1.796,73
5.095,16.13,1.946,8.172,12.028,6.15,13.217,2.617,13.174,5.8,95
11.459,14.809,2.664,8.834,10.543,4.782,11.042,5.749,14.654,5.159,68
7.329,16.296,1.16,9.481,12.231,3.317,13.068,3.498,14.268,3.699,74
9.679,16.66,2.909,8.31,13.1,6.118,12.896,4.961,12.638,5.541,83
8.33,14.197,2.723,8.673,11.344,5.972,12.647,3.537,14.1,4.538,87
11.501,19.56,1.872,8.142,14.029,5.827,13.895,6.236,15.036,5.034,56
6.895,18.696,2.635,8.01,15.49,1.114,10.12,1.497,11.831,5.236,79
11.557,16.69,3.349,8.449,10.438,4.563,11.391,5.826,10.432,4.13,88
7.544,12.35,2.824,8.476,11.498,2.206,12.99,4.453,10.264,5.072,70
7.754,19.802,3.278,9.294,13.012,5.436,14.324,1.87,14.789,3.55,87
7.416,17.326,2.17,8.579,10.422,4.572,13.095,1.707,12.267,3.335,84
11.154,14.363,2.1,8.249,11.759,4.705,11.314,5.551,11.169,1.527,83
7.525,13.831,3.283,9.327,12.728,5.252,10.228,1.89,14.688,4.535,55
5.935,13.833,1.691,9.035,15.457,3.373,13.579,3.792,12.826,5.964,89
9.195,13.307,1.695,9.412,10.157,6.373,13.716,4.143,12.967,2.491,77
11.022,13.344,1.596,9.783,11.668,4.093,15.395,4.298,11.281,1.148,54
9.046,16.646,2.852,9.694,15.476,6.323,14.582,2.585,10.45,5.336,80
6.499,15.006,3.119,8.488,10.417,4.562,14.609,4.975,13.742,3.929,85
9.351,15.666,1.037,9.023,15.112,2.283,11.641,4.952,12.627,1.229,49
9.385,13.118,1,8.221,12.904,1.325,12.909,2.039,13.97,6.047,88
8.126,16.102,3.129,8.469,11.908,2.907,12.641,5.118,11.287,3.838,85
5.863,15.508,1.223,9.654,13.352,4.159,11.862,5.348,12.967,3.527,85
6.775,16.368,1.331,8.038,14.47,3.206,11.309,5.882,10.319,5.872,83
10.567,13.273,2.194,9.465,12.863,3.459,12.437,4.764,10.574,3.302,85
6.666,16.331,2.75,8.906,13.86,2.915,15.417,4.227,10.144,1.721,87
9.014,15.149,2.833,8.18,10.37,6.305,12.009,4.59,12.857,4.502,91
11.447,14.349,2.492,9.266,13.099,3.92,11.214,2.445,13.511,1,73
11.777,18.782,2.321,8.03,10.068,1.113,12.069,3.873,14.879,4.078,68
6.466,18.829,3.135,8.822,12.73,2.009,10.848,1.318,13.653,1.535,72
11.49,19.134,2.531,8.359,10.415,5.072,14.124,1.125,14.724,2.165,76
9.139,16.547,2.245,8.017,12.414,2.011,13.126,5.769,11.015,3.101,76
8.282,14.281,2.904,9.177,14.072,4.753,11.54,5.762,12.872,1.888,91
7.602,19.983,3.306,9.038,14.304,5.629,13.23,4.656,14.059,2.944,86
6.733,12.851,1.291,8.391,12.89,4.594,15.282,2.798,14.302,6.497,81
7.49,15.928,1.722,8.674,11.169,6.483,12.743,4.633,15.373,4.9,79
9.945,19.354,3.016,9.297,14.799,4.663,11.312,1.599,14.918,3.034,80
11.198,17.6,1.265,8.078,11.017,2.199,11.592,2.746,14.067,5.146,75
11.822,17.649,1.687,9.889,11.717,1.381,14.112,5.242,11.655,1.435,73
9.453,18.527,2.623,9.512,15.187,3.059,10.282,5.192,15.189,2.883,77
6.15,16.811,1.515,8.542,10.326,3.115,15.08,3.777,12.392,2.739,60
5.554,18.446,1.931,9.113,12.657,3.026,15.006,4.403,11.15,4.498,81
6.579,19.622,2.157,9.641,13.837,5.831,12.272,3.929,13.513,3.846,62
5.118,15.469,3.431,9.771,12.037,2.681,13.514,5.389,13.389,3.506,76
5.089,17.972,3.347,9.71,10.596,3.211,13.729,6.061,14.733,5.962,60
5.666,14.767,1.643,9.156,14.503,5.881,13.335,2.505,12.769,3.81,78
10.045,19.385,2.835,9.612,11.642,3.918,13.875,1.411,11.555,2.191,83
9.917,12.008,2.2,8.973,15.134,2.675,11.221,3.057,13.922,2.589,81
7.43,16.947,2.401,9.374,11.576,3.923,11.219,4.928,12.946,4.908,84
6.106,17.829,1.725,8.504,12.9,3.274,12.917,4.439,11.052,5.842,83
7.342,18.862,2.945,9.207,13.853,2.076,11.843,4.246,13.624,5.873,67
9.192,17.554,3.4,8.493,12.287,3.628,10.611,4.7,11.901,3.905,94
5.365,17.916,3.441,9.272,11.348,1.322,15.415,5.081,12.534,1.22,86
8.285,12.445,1.112,8.443,13.275,2.408,15.191,2.73,10.395,1.975,44
6.897,17.062,2.253,9.775,13.824,1.267,10.704,4.116,12.386,1.776,73
5.147,12.706,1.322,9.383,11.182,4.931,12.15,1.975,14.675,5.445,84
7.024,15.414,3.085,9.93,13.135,1.481,10.346,3.66,14.874,1.359,58
10.095,16.508,3.04,9.18,14.084,1.832,15.256,1.362,14.514,5.584,52
11.051,14.864,1.586,9.37,10.796,4.736,14.323,3.629,12.413,4.987,86
5.172,13.281,2.553,8.436,11.303,1.026,15.35,3.849,11.349,2.882,72
9.267,15.607,2.359,8.554,15.271,1.083,14.411,2.644,13.026,1.671,63
6.912,13.519,3.297,8.051,10.706,1.767,14.87,4.28,11.419,3.583,73
5.041,12.793,2.413,9.755,12.581,4.454,11.57,4.307,11.221,5.709,94
7.544,15.35,2.507,8.512,12.285,5.831,11.478,3.452,11.729,4.717,92
9.856,18.577,3.303,9.157,10.107,1.702,10.013,5.428,12.983,1.649,79
10.991,14.124,2.541,9.958,13.765,4.137,11.382,4.587,11.34,2.172,81
6.352,17.808,2.986,9.664,14.183,1.252,14.934,6.268,11.232,4.862,83
5.496,13.264,1.019,9.104,14.714,6.354,12.718,6.11,11.713,4.11,56
9.995,17.604,2.152,8.944,13.847,2.784,14.139,3.096,14.354,1.369,67
5.222,14.638,2.669,8.066,10.396,2.27,12.11,1.922,11.084,1.76,60
6.448,19.078,1.048,8.306,12.858,3.634,14.559,3.087,13.178,6.368,60
9.671,18.688,2.008,9.163,13.354,4.998,13.256,3.075,11.62,6.404,70
7.248,15.444,1.565,8.944,11.833,6.303,14.871,5.383,10.988,5.123,89
6.269,12.583,2.267,8.752,11.445,4.297,13.649,4.031,11.326,5.582,92
7.88,12.767,3.094,9.126,10.118,5.287,12.734,4.849,12.948,4.629,73
11.947,16.631,2.192,8.163,10.324,2.052,14.312,6.43,10.448,2.332,85
6.835,17.61,1.928,8.893,11.758,5.613,10.34,6.32,11.536,3.743,81
6.083,15.215,1.104,8.794,14.108,2.237,12.119,1.521,15.346,1.501,50
9.763,19.812,2.711,9.812,11.66,1.774,12.309,1.394,12.859,5.685,61
9.63,18.481,1.376,9.426,15.198,6.366,14.108,2.198,14.58,2.418,24
9.293,18.659,1.717,8.37,12.324,2.485,12.612,5.565,13.946,1.597,70
8.785,17.057,1.2,8.824,12.007,2.269,11.351,3.803,14.695,5,94
11.634,16.705,2.96,8.55,14.241,2.413,14.054,3.239,14.382,5.065,67
6.036,12.029,1.796,9.689,10.056,2.716,12.272,3.119,11.422,6.055,83
9.529,13.467,1.915,8.172,13.828,2.833,11.014,2.93,10.901,5.79,87
8.933,18.43,1.95,9.016,14.204,6.189,12.508,4.224,11.306,3.858,60
7.683,19.276,2.84,8.536,12.49,4.348,11.952,6.196,14.287,4.825,82
8.433,16.506,1.524,8.926,11.462,2.36,12.177,3.132,12.474,4.279,75
7.23,17.512,2.005,9.957,10.198,2.125,10.401,4.586,15.192,5.044,73
9.152,12.984,1.818,9.035,12.652,4.557,12.652,6.387,10.037,2.516,100
6.355,15.475,2.8,8.731,14.656,5.8,13.935,6.174,15.242,3.774,82
9.372,18.615,1.945,8.418,14.886,6.276,10.223,4.035,11.853,5.23,68
7.657,16.157,2.517,8.117,11.955,4.481,12.352,2.458,11.527,4.261,90
7.152,16.23,1.585,8.233,13.586,3.531,12.233,1.652,14.652,1.13,41
5.336,19.147,1.819,8.87,12.29,3.517,11.048,3.672,12.341,4.881,85
7.38,13.558,1.785,9.073,14.061,2.09,10.555,4.333,14.235,5.297,80
5.818,18.929,1.639,9.918,12.12,3.962,10.816,3.816,10.781,4.785,82
8.111,15.068,1.666,8.092,11.842,2.891,15.031,2.335,10.745,2.809,55
5.9,12.821,1.054,8.719,13.874,1.899,10.564,3.451,10.566,1.381,50
11.039,15.068,2.709,9.996,12.779,5.691,10.213,5.277,11.248,4.949,79
10.005,18.803,3.387,9.88,10.555,5.046,13.18,1.04,14.18,1.843,77
6.439,14.324,3.484,8.922,12.63,2.243,15.028,4.084,12.594,5.047,58
10.65,19.487,1.54,9.584,10.374,6.322,12.023,3.905,12.699,2.057,54
5.433,18.445,1.479,9.31,12.623,4.536,15.226,1.086,10.801,3.261,48
6.716,16.479,2.349,8.408,14.24,5.286,15.288,2.579,13.923,4.676,97
6.912,12.277,2.413,8.801,12.729,2.42,14.215,3.95,14.455,2.834,85
11.615,15.379,3.458,8.068,10.247,6.136,14.216,3.609,10.655,2.217,84
6.971,12.579,1.175,9.228,15.133,6.135,10.644,2.864,14.84,4.122,77
6.945,13.669,2.479,8.679,13.495,6.164,12.891,4.102,13.747,2.356,92
8.186,17.191,2.278,8.778,12.627,2.063,10.846,2.644,11.3,3.46,92
10.733,19.753,1.967,8.078,11.868,2.368,14.606,3.064,13.271,4.857,65
10.591,16.99,1.475,9.369,10.921,4.735,11,2.695,11.557,1.13,52
5.852,15.373,2.457,9.772,11.127,2.624,11.034,4.329,14.421,1.794,79
11.684,16.847,1.418,8.314,10.099,5.896,13.117,1.978,11.98,3.508,71
9.709,17.674,2.095,9.085,12.41,3.094,12.185,1.622,11.512,4.006,86
11.326,15.854,3.006,8.332,10.708,3.681,15.217,4.431,15.024,1.675,77
9.805,17.161,2.617,8.051,11.029,6.299,14.886,5.053,13.68,5.932,69
6.854,13.073,2.816,8.975,13.717,6.181,12.295,2.995,11.838,5.028,96
11.243,19.791,2.697,8.63,14.648,3.014,13.768,6.098,13.137,1.771,79
9.265,13.035,3.249,9.515,13.814,5.47,14.45,5.67,14.77,2.214,82
11.8,17.458,3.431,8.798,10.207,3.425,12.998,6.347,15.106,3.625,74
9.812,17.276,3.289,8.381,10.306,3.366,14.274,4.79,12.75,4.903,83
10.636,19.122,1.967,9.082,15.213,2.204,10.727,1.581,14.781,4.054,74
11.863,16.118,1.511,9.184,13.071,2.491,14.366,2.412,11.296,2.727,78
6.251,14.823,3.056,8.096,10.744,1.436,13.51,2.466,12.929,4.208,62
8.347,14.976,1.734,8.403,12.828,5.419,14.077,4.016,13.61,1.404,58
5.769,12.836,2.024,8.647,12.775,3.56,14.159,5.417,10.488,5.967,88
5.653,13.436,2.954,8.797,14.185,1.455,11.355,5.416,11.024,5.366,72
8.158,14.227,1.451,8.963,13.205,4.754,12.285,5.923,13.28,1.252,80
9.313,19.332,1.449,9.602,12.713,5.852,12.286,6.074,15.249,1.427,66
11.461,17.031,2.551,8.624,14.164,5.43,10.995,6.388,14.681,5.433,70
9.313,16.107,1.699,9.571,14.528,4.506,10.694,2.228,13.689,2.787,73
6.654,18.34,1.043,9.733,13.485,2.264,13.989,6.27,14.878,3.009,59
6.387,13.676,1.508,9.93,12.616,6.425,12.922,3.999,12.291,6.424,92
8.2,18.517,1.001,8.915,10.935,5.932,11.544,3.582,11.559,6.472,78
5.117,13.062,2.975,9.302,12.874,2.026,15.131,2.416,14.162,5.67,39
6.918,19.809,1.472,8.689,14.078,4.974,12.603,1.046,15.148,3.041,49
8.208,15.046,2.197,9.672,13.125,2.047,13.75,2.022,10.45,4.515,82
7.243,15.598,1.866,9.781,14.362,2.459,12.476,1.939,12.447,1.174,49
7.759,15.077,1.848,9.439,11.565,4.627,11.416,6.474,13.214,4.934,87
6.472,18.54,3.383,8.946,11.304,1.867,13.871,5.435,14.288,1.04,82
7.889,18.712,2.023,8.643,13.896,4.856,11.029,1.331,14.264,1.794,46
8.103,19.851,2.502,9.851,11.376,2.873,12.742,2.995,12.068,1.865,79
11.554,19.803,3.496,8.4,11.12,4.326,15.27,2.926,15.22,6.126,38
10.845,15.977,1.288,9.586,13.454,4.436,11.696,2.09,11.76,2.332,57
5.901,15.714,1.27,9.633,12.73,2.995,13.2,3.013,12.759,4.816,92
9.402,18.91,3.031,8.377,11.936,4.386,10.932,1.811,14.266,2.451,89
5.008,17.798,2.564,9.145,13.782,2.41,15.289,4.609,12.793,4.01,85
11.621,18.389,2.995,9.037,12.89,3.91,11.958,1.662,11.73,1.571,73
9.338,19.388,2.134,8.104,13.587,2.568,14.003,6.184,12.561,3.778,60
10.1,12.246,2.785,9.746,11.843,6.128,11.566,1.084,11.655,6.461,41
10.772,15.559,1.563,8.997,13.997,4.992,13.783,3.153,13.366,1.838,42
10.85,17.144,3.089,8.707,11.069,6.166,10.285,5.003,15.443,5.622,65
7.55,12.899,2.906,8.129,10.536,4.286,13.045,1.308,13.943,5.881,42
8.102,15.947,3.332,8.237,13.984,5.904,12.831,3.953,12.715,6.267,56
10.965,19.553,3.346,9.708,14.336,2.747,10.556,1.14,14.2,3.805,68
7.85,17.995,2.983,8.871,14.011,1.326,11.748,4.568,11.526,2.125,79
8.16,17.775,1.228,8.596,13.644,2.803,12.291,2.702,12.3,3.385,56
10.238,12.502,3.053,9.026,14.519,3.134,14.252,1.989,11.819,1.5,71
9.87,13.249,2.641,9.783,11.852,6.344,12.128,6.452,13.838,2.702,76
